event_id,trip_id,leg_no,vehicle_id,occurred_at,event_type,lat,lon,speed_kmh,laden
E0016094,T00185,2,GLV-T11,2026-06-22 09:12:30,급감속,35.587893,128.767132,78.5,1
E0016095,T00185,2,GLV-T11,2026-06-22 09:12:40,급가속,35.585863,128.767489,76.8,1
E0016096,T00185,2,GLV-T11,2026-06-22 09:16:50,급감속,35.54205,128.792285,76.1,1
E0016097,T00185,2,GLV-T11,2026-06-22 09:28:50,급감속,35.412124,128.796961,72.2,1
E0016098,T00185,2,GLV-T11,2026-06-22 09:30:10,급감속,35.403622,128.812526,78.4,1
E0016099,T00185,2,GLV-T11,2026-06-22 09:37:50,급가속,35.358358,128.895998,77.8,1
E0016100,T00185,2,GLV-T11,2026-06-22 09:40:40,급감속,35.343635,128.929056,86.8,1
E0016101,T00185,2,GLV-T11,2026-06-22 09:47:40,급가속,35.281815,128.984992,80.4,1
E0016102,T00185,2,GLV-T11,2026-06-22 09:55:00,급정지,35.228452,128.938747,29.3,1
E0016103,T00185,2,GLV-T11,2026-06-22 09:55:20,급가속,35.227572,128.937006,29.9,1
E0016104,T00185,2,GLV-T11,2026-06-22 09:55:40,급감속,35.226325,128.935472,45.5,1
E0016105,T00185,2,GLV-T11,2026-06-22 09:57:00,급정지,35.221384,128.929172,45.4,1
E0016106,T00185,2,GLV-T11,2026-06-22 10:02:00,급정지,35.179382,128.901041,72.5,1
E0016107,T00185,2,GLV-T11,2026-06-22 10:08:50,급감속,35.119455,128.846703,62.3,1
E0016108,T00185,2,GLV-T11,2026-06-22 10:12:10,급감속,35.096957,128.834493,19.8,1
E0016109,T00185,2,GLV-T11,2026-06-22 10:12:10,급감속,35.096911,128.834601,23.3,1
E0016110,T00185,2,GLV-T11,2026-06-22 10:12:30,급감속,35.095696,128.834538,25.9,1
E0016111,T00185,2,GLV-T11,2026-06-22 10:12:50,급감속,35.094604,128.834577,25.3,1
E0016112,T00185,2,GLV-T11,2026-06-22 10:13:50,급정지,35.092083,128.834577,6,1
E0016113,T00185,2,GLV-T11,2026-06-22 10:14:20,급정지,35.091493,128.834477,6,1
E0016114,T00185,2,GLV-T11,2026-06-22 10:14:40,급감속,35.09116,128.834594,19.4,1
E0016115,T00186,1,GLV-T11,2026-06-26 06:04:10,급가속,35.694408,129.331862,12,0
E0016116,T00186,1,GLV-T11,2026-06-26 06:06:40,급출발,35.691405,129.330527,15.8,0
E0016117,T00186,1,GLV-T11,2026-06-26 06:07:30,급출발,35.692253,129.327928,25.6,0
E0016118,T00186,1,GLV-T11,2026-06-26 06:08:10,급감속,35.692925,129.324929,41.5,0
E0016119,T00186,1,GLV-T11,2026-06-26 06:21:30,급감속,35.756526,129.202685,72.8,0
E0016120,T00186,1,GLV-T11,2026-06-26 06:24:20,급가속,35.788924,129.202943,79,0
E0016121,T00186,1,GLV-T11,2026-06-26 06:28:30,급가속,35.811737,129.179395,78.5,0
E0016122,T00186,1,GLV-T11,2026-06-26 06:32:40,급감속,35.824639,129.12672,31.5,0
E0016123,T00186,1,GLV-T11,2026-06-26 06:32:50,급감속,35.825141,129.126024,41.5,0
E0016124,T00186,1,GLV-T11,2026-06-26 06:33:10,급정지,35.826373,129.12406,31.1,0
E0016125,T00186,1,GLV-T11,2026-06-26 06:35:10,급가속,35.831212,129.103543,82.9,0
E0016126,T00186,1,GLV-T11,2026-06-26 06:45:30,급정지,35.913584,129.007946,70.9,0
E0016127,T00186,1,GLV-T11,2026-06-26 06:58:50,급가속,35.881585,128.846018,71.1,0
E0016128,T00186,1,GLV-T11,2026-06-26 07:04:10,급출발,35.876068,128.79588,63.9,0
E0016129,T00186,1,GLV-T11,2026-06-26 07:07:10,급정지,35.874975,128.817907,22.7,0
E0016130,T00186,1,GLV-T11,2026-06-26 07:10:40,급감속,35.872559,128.824865,17,0
E0016131,T00186,1,GLV-T11,2026-06-26 07:11:10,급정지,35.871598,128.824981,18.5,0
E0016132,T00186,1,GLV-T11,2026-06-26 07:11:50,급가속,35.87034,128.824862,6,0
E0016133,T00186,2,GLV-T11,2026-06-26 08:01:50,급감속,35.871132,128.824882,27,1
E0016134,T00186,2,GLV-T11,2026-06-26 08:03:50,급출발,35.876439,128.82272,23.6,1
E0016135,T00186,2,GLV-T11,2026-06-26 08:04:10,급출발,35.875997,128.821179,25.3,1
E0016136,T00186,2,GLV-T11,2026-06-26 08:04:30,급가속,35.875469,128.820014,21.3,1
E0016137,T00186,2,GLV-T11,2026-06-26 08:05:30,급출발,35.87477,128.816447,27.3,1
E0016138,T00186,2,GLV-T11,2026-06-26 08:11:30,급감속,35.872008,128.753332,68.4,1
E0016139,T00186,2,GLV-T11,2026-06-26 08:13:20,급가속,35.875573,128.728864,70.4,1
E0016140,T00186,2,GLV-T11,2026-06-26 08:15:00,급정지,35.879041,128.705411,72.6,1
E0016141,T00186,2,GLV-T11,2026-06-26 08:21:00,급감속,35.835721,128.692546,6,1
E0016142,T00186,2,GLV-T11,2026-06-26 08:21:50,급가속,35.833963,128.694854,35.3,1
E0016143,T00186,2,GLV-T11,2026-06-26 08:22:10,급감속,35.832707,128.696917,34.9,1
E0016144,T00186,2,GLV-T11,2026-06-26 08:31:10,급가속,35.747408,128.737257,85.7,1
E0016145,T00186,2,GLV-T11,2026-06-26 08:39:10,급출발,35.655923,128.746003,82.7,1
E0016146,T00186,2,GLV-T11,2026-06-26 08:47:20,급가속,35.566921,128.779856,77.6,1
E0016147,T00186,2,GLV-T11,2026-06-26 08:47:40,급감속,35.563645,128.782433,78,1
E0016148,T00186,2,GLV-T11,2026-06-26 08:51:20,급감속,35.522581,128.795173,84,1
E0016149,T00186,2,GLV-T11,2026-06-26 09:18:10,급가속,35.306261,128.970614,86.5,1
E0016150,T00186,2,GLV-T11,2026-06-26 09:19:20,급가속,35.294558,128.980239,75.4,1
E0016151,T00186,2,GLV-T11,2026-06-26 09:27:50,급정지,35.228036,128.937977,48.1,1
E0016152,T00186,2,GLV-T11,2026-06-26 09:28:20,급감속,35.226143,128.935398,48.8,1
E0016153,T00186,2,GLV-T11,2026-06-26 09:28:20,급감속,35.226211,128.935326,46.6,1
E0016154,T00186,2,GLV-T11,2026-06-26 09:28:40,급가속,35.224396,128.933598,42.9,1
E0016155,T00186,2,GLV-T11,2026-06-26 09:33:00,급감속,35.195413,128.894635,72.4,1
E0016156,T00186,2,GLV-T11,2026-06-26 09:33:30,급가속,35.190445,128.897266,77.1,1
E0016157,T00186,2,GLV-T11,2026-06-26 09:38:40,급감속,35.139261,128.872101,71.8,1
E0016158,T00186,2,GLV-T11,2026-06-26 09:44:00,급감속,35.099418,128.834684,30,1
E0016159,T00186,2,GLV-T11,2026-06-26 09:44:00,급정지,35.099423,128.834589,30.8,1
E0016160,T00186,2,GLV-T11,2026-06-26 09:44:10,급감속,35.098787,128.834533,24.1,1
E0016161,T00186,2,GLV-T11,2026-06-26 09:44:20,급정지,35.09812,128.834588,23,1
E0016162,T00186,2,GLV-T11,2026-06-26 09:47:40,급정지,35.091448,128.834517,20,1
E0016163,T00186,2,GLV-T11,2026-06-26 09:49:10,급감속,35.087946,128.834562,18.8,1
E0016164,T00186,2,GLV-T11,2026-06-26 09:49:30,급정지,35.087088,128.834594,14.8,1
E0016165,T00187,1,GLV-T11,2026-06-30 06:52:40,급출발,35.69533,129.331326,7.5,0
E0016166,T00187,1,GLV-T11,2026-06-30 06:52:50,급가속,35.695063,129.331471,15,0
E0016167,T00187,1,GLV-T11,2026-06-30 06:53:20,급출발,35.694101,129.332004,11.7,0
E0016168,T00187,1,GLV-T11,2026-06-30 06:53:40,급가속,35.693435,129.332181,21.1,0
E0016169,T00187,1,GLV-T11,2026-06-30 06:56:10,급가속,35.692226,129.328017,22,0
E0016170,T00187,1,GLV-T11,2026-06-30 07:01:10,급가속,35.712336,129.291779,74.2,0
E0016171,T00187,1,GLV-T11,2026-06-30 07:10:30,급가속,35.760052,129.203001,76.4,0
E0016172,T00187,1,GLV-T11,2026-06-30 07:11:50,급가속,35.775445,129.200364,78.5,0
E0016173,T00187,1,GLV-T11,2026-06-30 07:22:20,급가속,35.82729,129.122496,46.2,0
E0016174,T00187,1,GLV-T11,2026-06-30 07:22:30,급정지,35.828064,129.121368,38.9,0
E0016175,T00187,1,GLV-T11,2026-06-30 07:37:50,급감속,35.930003,128.971476,71.8,0
E0016176,T00187,1,GLV-T11,2026-06-30 07:41:00,급가속,35.911342,128.934721,83,0
E0016177,T00187,1,GLV-T11,2026-06-30 07:46:50,급감속,35.88477,128.860076,81.9,0
E0016178,T00187,1,GLV-T11,2026-06-30 07:52:30,급가속,35.875789,128.789063,63.8,0
E0016179,T00187,1,GLV-T11,2026-06-30 07:53:10,급감속,35.875996,128.795918,60.7,0
E0016180,T00187,1,GLV-T11,2026-06-30 07:56:20,급가속,35.875118,128.818749,27.7,0
E0016181,T00187,1,GLV-T11,2026-06-30 07:56:20,급가속,35.875163,128.818852,23.5,0
E0016182,T00187,1,GLV-T11,2026-06-30 07:57:10,급가속,35.876338,128.822441,19.5,0
E0016183,T00187,1,GLV-T11,2026-06-30 07:57:20,급가속,35.876391,128.823177,22.3,0
E0016184,T00187,1,GLV-T11,2026-06-30 07:59:50,급정지,35.872701,128.825004,14.3,0
E0016185,T00187,2,GLV-T11,2026-06-30 08:54:40,급출발,35.874846,128.825031,31.7,1
E0016186,T00187,2,GLV-T11,2026-06-30 08:58:20,급출발,35.874636,128.816011,25.3,1
E0016187,T00187,2,GLV-T11,2026-06-30 08:58:20,급가속,35.874679,128.81596,23.3,1
E0016188,T00187,2,GLV-T11,2026-06-30 08:59:00,급출발,35.874646,128.811902,49.2,1
E0016189,T00187,2,GLV-T11,2026-06-30 09:05:40,급감속,35.874709,128.735659,70.7,1
E0016190,T00187,2,GLV-T11,2026-06-30 09:07:00,급감속,35.876619,128.716281,88.5,1
E0016191,T00187,2,GLV-T11,2026-06-30 09:13:10,급가속,35.839041,128.69018,36.8,1
E0016192,T00187,2,GLV-T11,2026-06-30 09:13:30,급가속,35.837135,128.69119,29.2,1
E0016193,T00187,2,GLV-T11,2026-06-30 09:13:40,급가속,35.836511,128.691831,37.5,1
E0016194,T00187,2,GLV-T11,2026-06-30 09:13:50,급정지,35.835731,128.692478,42.7,1
E0016195,T00187,2,GLV-T11,2026-06-30 09:15:30,급가속,35.828258,128.705066,75.2,1
E0016196,T00187,2,GLV-T11,2026-06-30 09:17:10,급감속,35.815434,128.722231,77.4,1
E0016197,T00187,2,GLV-T11,2026-06-30 09:27:30,급감속,35.701766,128.740686,81.9,1
E0016198,T00187,2,GLV-T11,2026-06-30 09:33:40,급가속,35.633059,128.75753,71.2,1
E0016199,T00187,2,GLV-T11,2026-06-30 09:38:20,급가속,35.5825,128.7686,76.5,1
E0016200,T00187,2,GLV-T11,2026-06-30 09:44:20,급감속,35.517689,128.795934,72.6,1
E0016201,T00187,2,GLV-T11,2026-06-30 09:51:20,급가속,35.442358,128.777159,73.1,1
E0016202,T00187,2,GLV-T11,2026-06-30 09:55:50,급가속,35.402713,128.814446,73.9,1
E0016203,T00187,2,GLV-T11,2026-06-30 10:04:50,급가속,35.355424,128.915162,85.8,1
E0016204,T00187,2,GLV-T11,2026-06-30 10:20:40,급가속,35.227552,128.937093,42.4,1
E0016205,T00187,2,GLV-T11,2026-06-30 10:20:40,급감속,35.22756,128.937151,45.6,1
E0016206,T00187,2,GLV-T11,2026-06-30 10:21:00,급감속,35.226207,128.935444,44.2,1
E0016207,T00187,2,GLV-T11,2026-06-30 10:22:00,급감속,35.222587,128.930916,47.4,1
E0016208,T00187,2,GLV-T11,2026-06-30 10:22:20,급정지,35.221212,128.928767,41.7,1
E0016209,T00187,2,GLV-T11,2026-06-30 10:22:30,급가속,35.220629,128.927871,80.1,1
E0016210,T00187,2,GLV-T11,2026-06-30 10:31:50,급감속,35.135785,128.866983,77.4,1
E0016211,T00187,2,GLV-T11,2026-06-30 10:36:50,급출발,35.0983,128.834543,27.6,1
E0016212,T00187,2,GLV-T11,2026-06-30 10:37:20,급출발,35.096174,128.834418,20.4,1
E0016213,T00187,2,GLV-T11,2026-06-30 10:38:00,급정지,35.093941,128.834539,28.9,1
E0016214,T00187,2,GLV-T11,2026-06-30 10:38:00,급감속,35.093937,128.834498,25.9,1
E0016215,T00187,2,GLV-T11,2026-06-30 10:38:10,급감속,35.093199,128.834568,23.9,1
E0016216,T00187,2,GLV-T11,2026-06-30 10:38:20,급감속,35.092612,128.834564,6,1
E0016217,T00187,2,GLV-T11,2026-06-30 10:39:30,급정지,35.090845,128.834595,21.5,1
E0016218,T00187,2,GLV-T11,2026-06-30 10:40:40,급정지,35.088264,128.834501,14.8,1
E0016219,T00188,1,GLV-T11,2026-07-04 08:05:40,급가속,35.691593,129.331808,16.6,0
E0016220,T00188,1,GLV-T11,2026-07-04 08:07:00,급가속,35.691563,129.329943,16.9,0
E0016221,T00188,1,GLV-T11,2026-07-04 08:07:40,급가속,35.692236,129.328502,14.7,0
E0016222,T00188,1,GLV-T11,2026-07-04 08:07:50,급출발,35.692304,129.328103,26.4,0
E0016223,T00188,1,GLV-T11,2026-07-04 08:12:10,급가속,35.710308,129.29733,68,0
E0016224,T00188,1,GLV-T11,2026-07-04 08:22:10,급감속,35.761322,129.203015,68.9,0
E0016225,T00188,1,GLV-T11,2026-07-04 08:23:40,급가속,35.778616,129.200721,75.4,0
E0016226,T00188,1,GLV-T11,2026-07-04 08:32:30,급가속,35.822452,129.130034,39.3,0
E0016227,T00188,1,GLV-T11,2026-07-04 08:32:30,급정지,35.822465,129.130113,39.9,0
E0016228,T00188,1,GLV-T11,2026-07-04 08:47:30,급감속,35.927145,128.994876,87.1,0
E0016229,T00188,1,GLV-T11,2026-07-04 08:48:50,급가속,35.932502,128.977382,84.7,0
E0016230,T00188,1,GLV-T11,2026-07-04 08:51:00,급출발,35.922293,128.949111,71.5,0
E0016231,T00188,1,GLV-T11,2026-07-04 09:03:00,급감속,35.876789,128.795317,90.7,0
E0016232,T00188,1,GLV-T11,2026-07-04 09:03:50,급출발,35.877289,128.788096,76.7,0
E0016233,T00188,1,GLV-T11,2026-07-04 09:07:10,급정지,35.87469,128.815687,54.4,0
E0016234,T00188,1,GLV-T11,2026-07-04 09:08:40,급감속,35.876307,128.822386,27.8,0
E0016235,T00188,1,GLV-T11,2026-07-04 09:08:50,급감속,35.876474,128.823232,27.7,0
E0016236,T00188,1,GLV-T11,2026-07-04 09:09:00,급정지,35.876395,128.823864,6,0
E0016237,T00188,1,GLV-T11,2026-07-04 09:09:50,급가속,35.876229,128.825001,6,0
E0016238,T00188,2,GLV-T11,2026-07-04 10:06:10,급가속,35.875813,128.820799,28.7,1
E0016239,T00188,2,GLV-T11,2026-07-04 10:06:10,급출발,35.875774,128.820847,26.3,1
E0016240,T00188,2,GLV-T11,2026-07-04 10:07:20,급가속,35.874693,128.816292,22.5,1
E0016241,T00188,2,GLV-T11,2026-07-04 10:09:10,급감속,35.876048,128.802479,61,1
E0016242,T00188,2,GLV-T11,2026-07-04 10:16:40,급출발,35.877281,128.710283,76.9,1
E0016243,T00188,2,GLV-T11,2026-07-04 10:18:40,급가속,35.881588,128.688274,84.7,1
E0016244,T00188,2,GLV-T11,2026-07-04 10:20:40,급감속,35.858736,128.687132,74.5,1
E0016245,T00188,2,GLV-T11,2026-07-04 10:23:50,급감속,35.833263,128.695996,46,1
E0016246,T00188,2,GLV-T11,2026-07-04 10:24:00,급가속,35.83258,128.697166,52,1
E0016247,T00188,2,GLV-T11,2026-07-04 10:24:00,급가속,35.832565,128.697207,55.3,1
E0016248,T00188,2,GLV-T11,2026-07-04 10:24:10,급감속,35.831926,128.698396,44.1,1
E0016249,T00188,2,GLV-T11,2026-07-04 10:26:50,급감속,35.812629,128.72575,73.8,1
E0016250,T00188,2,GLV-T11,2026-07-04 10:33:30,급가속,35.737971,128.736456,71.7,1
E0016251,T00188,2,GLV-T11,2026-07-04 10:34:10,급감속,35.730208,128.737631,76.2,1
E0016252,T00188,2,GLV-T11,2026-07-04 10:36:50,급감속,35.700063,128.740248,80.2,1
E0016253,T00188,2,GLV-T11,2026-07-04 10:38:40,급정지,35.679592,128.744496,82.9,1
E0016254,T00188,2,GLV-T11,2026-07-04 10:50:30,급감속,35.551972,128.789818,73.3,1
E0016255,T00188,2,GLV-T11,2026-07-04 11:07:00,급가속,35.38667,128.839237,78.8,1
E0016256,T00188,2,GLV-T11,2026-07-04 11:26:40,급가속,35.23002,128.975637,81.4,1
E0016257,T00188,2,GLV-T11,2026-07-04 11:27:10,급감속,35.229045,128.968378,76.5,1
E0016258,T00188,2,GLV-T11,2026-07-04 11:29:10,급감속,35.228927,128.940083,78.5,1
E0016259,T00188,2,GLV-T11,2026-07-04 11:29:30,급감속,35.227533,128.937047,40,1
E0016260,T00188,2,GLV-T11,2026-07-04 11:30:10,급정지,35.225341,128.934589,52.5,1
E0016261,T00188,2,GLV-T11,2026-07-04 11:30:10,급가속,35.225393,128.934518,57.6,1
E0016262,T00188,2,GLV-T11,2026-07-04 11:31:20,급출발,35.22053,128.927435,82.9,1
E0016263,T00188,2,GLV-T11,2026-07-04 11:33:00,급가속,35.212066,128.907168,82.3,1
E0016264,T00188,2,GLV-T11,2026-07-04 11:33:10,급가속,35.210374,128.906023,76.5,1
E0016265,T00188,2,GLV-T11,2026-07-04 11:45:50,급감속,35.098188,128.834433,22.6,1
E0016266,T00188,2,GLV-T11,2026-07-04 11:46:30,급출발,35.095732,128.83448,20.5,1
E0016267,T00188,2,GLV-T11,2026-07-04 11:47:20,급감속,35.093798,128.834472,25.8,1
E0016268,T00188,2,GLV-T11,2026-07-04 11:48:00,급정지,35.092103,128.834508,20.7,1
E0016269,T00188,2,GLV-T11,2026-07-04 11:48:10,급가속,35.091615,128.834463,22.7,1
E0016270,T00188,2,GLV-T11,2026-07-04 11:48:20,급출발,35.091066,128.834596,17,1
E0016271,T00188,2,GLV-T11,2026-07-04 11:49:20,급정지,35.088435,128.834622,14.1,1
E0016272,T00189,1,GLV-T11,2026-07-08 06:35:50,급가속,35.692278,129.331956,14.6,0
E0016273,T00189,1,GLV-T11,2026-07-08 06:36:00,급출발,35.692003,129.331784,6,0
E0016274,T00189,1,GLV-T11,2026-07-08 06:38:20,급출발,35.692456,129.32721,24.8,0
E0016275,T00189,1,GLV-T11,2026-07-08 06:40:00,급감속,35.695107,129.314116,54.7,0
E0016276,T00189,1,GLV-T11,2026-07-08 06:50:00,급정지,35.742764,129.213618,83.8,0
E0016277,T00189,1,GLV-T11,2026-07-08 07:03:10,급감속,35.824097,129.127493,44,0
E0016278,T00189,1,GLV-T11,2026-07-08 07:03:10,급감속,35.824216,129.127381,44.3,0
E0016279,T00189,1,GLV-T11,2026-07-08 07:04:20,급정지,35.828879,129.119914,41.6,0
E0016280,T00189,1,GLV-T11,2026-07-08 07:06:20,급가속,35.834969,129.095293,67.8,0
E0016281,T00189,1,GLV-T11,2026-07-08 07:13:10,급가속,35.892414,129.033472,76.4,0
E0016282,T00189,1,GLV-T11,2026-07-08 07:24:00,급감속,35.902245,128.922174,70,0
E0016283,T00189,1,GLV-T11,2026-07-08 07:26:00,급감속,35.898436,128.895036,76.4,0
E0016284,T00189,1,GLV-T11,2026-07-08 07:37:50,급정지,35.874846,128.816722,19.8,0
E0016285,T00189,1,GLV-T11,2026-07-08 07:38:00,급정지,35.874994,128.817573,26.2,0
E0016286,T00189,1,GLV-T11,2026-07-08 07:38:40,급감속,35.875699,128.82055,23,0
E0016287,T00189,1,GLV-T11,2026-07-08 07:39:30,급가속,35.876375,128.823374,6,0
E0016288,T00189,1,GLV-T11,2026-07-08 07:39:50,급정지,35.876564,128.824139,6,0
E0016289,T00189,1,GLV-T11,2026-07-08 07:40:40,급정지,35.875743,128.824897,20.5,0
E0016290,T00189,2,GLV-T11,2026-07-08 08:31:00,급가속,35.876465,128.824384,20,1
E0016291,T00189,2,GLV-T11,2026-07-08 08:31:30,급감속,35.876406,128.822513,24,1
E0016292,T00189,2,GLV-T11,2026-07-08 08:33:30,급출발,35.874461,128.814631,18.6,1
E0016293,T00189,2,GLV-T11,2026-07-08 08:48:00,급가속,35.840213,128.689855,43.7,1
E0016294,T00189,2,GLV-T11,2026-07-08 08:48:30,급감속,35.837269,128.691249,46.2,1
E0016295,T00189,2,GLV-T11,2026-07-08 08:48:40,급가속,35.836213,128.692047,50.9,1
E0016296,T00189,2,GLV-T11,2026-07-08 08:49:20,급가속,35.833317,128.696026,50.1,1
E0016297,T00189,2,GLV-T11,2026-07-08 08:53:20,급감속,35.803631,128.731354,80.1,1
E0016298,T00189,2,GLV-T11,2026-07-08 08:54:00,급감속,35.796019,128.733419,84.7,1
E0016299,T00189,2,GLV-T11,2026-07-08 09:04:40,급출발,35.674809,128.74509,74.6,1
E0016300,T00189,2,GLV-T11,2026-07-08 09:13:40,급가속,35.57577,128.773131,71.4,1
E0016301,T00189,2,GLV-T11,2026-07-08 09:28:00,급가속,35.419918,128.789815,69.2,1
E0016302,T00189,2,GLV-T11,2026-07-08 09:36:10,급가속,35.358218,128.874259,85.3,1
E0016303,T00189,2,GLV-T11,2026-07-08 09:41:50,급정지,35.332066,128.936038,76.7,1
E0016304,T00189,2,GLV-T11,2026-07-08 09:43:40,급가속,35.317102,128.950394,75,1
E0016305,T00189,2,GLV-T11,2026-07-08 09:43:40,급감속,35.316967,128.950393,75.4,1
E0016306,T00189,2,GLV-T11,2026-07-08 09:44:20,급감속,35.315123,128.959241,82.5,1
E0016307,T00189,2,GLV-T11,2026-07-08 09:55:40,급감속,35.226106,128.935374,44.7,1
E0016308,T00189,2,GLV-T11,2026-07-08 09:55:40,급감속,35.226153,128.935397,41.4,1
E0016309,T00189,2,GLV-T11,2026-07-08 09:56:10,급가속,35.223903,128.932774,6,1
E0016310,T00189,2,GLV-T11,2026-07-08 09:56:30,급가속,35.223228,128.931842,35.4,1
E0016311,T00189,2,GLV-T11,2026-07-08 09:56:50,급감속,35.222096,128.930213,44.2,1
E0016312,T00189,2,GLV-T11,2026-07-08 09:59:00,급감속,35.211605,128.906788,76.7,1
E0016313,T00189,2,GLV-T11,2026-07-08 10:06:00,급감속,35.141893,128.874446,81,1
E0016314,T00189,2,GLV-T11,2026-07-08 10:12:00,급감속,35.098156,128.834487,28.8,1
E0016315,T00189,2,GLV-T11,2026-07-08 10:13:10,급감속,35.094026,128.834621,23.7,1
E0016316,T00189,2,GLV-T11,2026-07-08 10:13:40,급감속,35.092971,128.834474,6,1
E0016317,T00189,2,GLV-T11,2026-07-08 10:14:50,급감속,35.089977,128.83452,18.7,1
E0016318,T00189,2,GLV-T11,2026-07-08 10:14:50,급출발,35.089844,128.834632,18,1
E0016319,T00189,2,GLV-T11,2026-07-08 10:15:00,급출발,35.089401,128.834601,20.9,1
E0016320,T00189,2,GLV-T11,2026-07-08 10:15:10,급정지,35.088978,128.834488,15.3,1
E0016321,T00190,1,GLV-T11,2026-07-12 08:23:00,급가속,35.695782,129.331458,12.8,0
E0016322,T00190,1,GLV-T11,2026-07-12 08:23:10,급출발,35.695564,129.331232,16.6,0
E0016323,T00190,1,GLV-T11,2026-07-12 08:26:40,급출발,35.691392,129.330692,6,0
E0016324,T00190,1,GLV-T11,2026-07-12 08:26:40,급감속,35.691269,129.330667,6,0
E0016325,T00190,1,GLV-T11,2026-07-12 08:27:10,급출발,35.691665,129.329832,17.7,0
E0016326,T00190,1,GLV-T11,2026-07-12 08:29:30,급가속,35.695056,129.314801,53.9,0
E0016327,T00190,1,GLV-T11,2026-07-12 08:30:00,급감속,35.695762,129.31022,57.2,0
E0016328,T00190,1,GLV-T11,2026-07-12 08:31:40,급감속,35.707196,129.300284,65.1,0
E0016329,T00190,1,GLV-T11,2026-07-12 08:36:30,급감속,35.719623,129.237462,71.9,0
E0016330,T00190,1,GLV-T11,2026-07-12 08:37:30,급감속,35.730979,129.235145,74,0
E0016331,T00190,1,GLV-T11,2026-07-12 08:46:40,급가속,35.814524,129.202297,83,0
E0016332,T00190,1,GLV-T11,2026-07-12 08:53:40,급정지,35.828368,129.120812,44.6,0
E0016333,T00190,1,GLV-T11,2026-07-12 08:53:40,급가속,35.828268,129.120738,49.2,0
E0016334,T00190,1,GLV-T11,2026-07-12 09:01:30,급가속,35.887758,129.047706,78.2,0
E0016335,T00190,1,GLV-T11,2026-07-12 09:19:30,급감속,35.879995,128.839451,75.6,0
E0016336,T00190,1,GLV-T11,2026-07-12 09:22:40,급가속,35.876833,128.795393,77.7,0
E0016337,T00190,1,GLV-T11,2026-07-12 09:28:50,급감속,35.876495,128.823701,6,0
E0016338,T00190,1,GLV-T11,2026-07-12 09:28:50,급가속,35.876492,128.823712,6,0
E0016339,T00190,1,GLV-T11,2026-07-12 09:29:10,급감속,35.876494,128.824291,19.9,0
E0016340,T00190,1,GLV-T11,2026-07-12 09:31:20,급가속,35.87251,128.824949,12,0
E0016341,T00190,2,GLV-T11,2026-07-12 10:19:40,급가속,35.876532,128.823266,27.5,1
E0016342,T00190,2,GLV-T11,2026-07-12 10:20:50,급출발,35.875087,128.81891,22.3,1
E0016343,T00190,2,GLV-T11,2026-07-12 10:21:20,급출발,35.874888,128.817217,26.4,1
E0016344,T00190,2,GLV-T11,2026-07-12 10:21:20,급출발,35.874813,128.817216,32,1
E0016345,T00190,2,GLV-T11,2026-07-12 10:26:40,급감속,35.877519,128.766202,81.9,1
E0016346,T00190,2,GLV-T11,2026-07-12 10:36:30,급감속,35.840529,128.689652,43.8,1
E0016347,T00190,2,GLV-T11,2026-07-12 10:37:10,급감속,35.836776,128.691419,39.6,1
E0016348,T00190,2,GLV-T11,2026-07-12 10:39:30,급감속,35.825972,128.708818,81.2,1
E0016349,T00190,2,GLV-T11,2026-07-12 10:44:20,급가속,35.777675,128.734599,69.4,1
E0016350,T00190,2,GLV-T11,2026-07-12 10:45:10,급가속,35.769141,128.73019,82,1
E0016351,T00190,2,GLV-T11,2026-07-12 10:48:30,급출발,35.731166,128.73735,76.5,1
E0016352,T00190,2,GLV-T11,2026-07-12 10:53:40,급가속,35.671348,128.745356,81.9,1
E0016353,T00190,2,GLV-T11,2026-07-12 11:04:50,급감속,35.550695,128.790225,82.6,1
E0016354,T00190,2,GLV-T11,2026-07-12 11:06:10,급가속,35.535551,128.793163,75.8,1
E0016355,T00190,2,GLV-T11,2026-07-12 11:13:40,급가속,35.453608,128.773104,76.9,1
E0016356,T00190,2,GLV-T11,2026-07-12 11:25:50,급가속,35.356638,128.885698,91,1
E0016357,T00190,2,GLV-T11,2026-07-12 11:26:30,급가속,35.35822,128.895459,69.1,1
E0016358,T00190,2,GLV-T11,2026-07-12 11:28:30,급감속,35.351851,128.919952,77.6,1
E0016359,T00190,2,GLV-T11,2026-07-12 11:29:20,급감속,35.344936,128.927755,81.1,1
E0016360,T00190,2,GLV-T11,2026-07-12 11:33:30,급감속,35.312859,128.964251,71.8,1
E0016361,T00190,2,GLV-T11,2026-07-12 11:43:50,급감속,35.22873,128.939511,40.9,1
E0016362,T00190,2,GLV-T11,2026-07-12 11:44:20,급가속,35.22673,128.93621,38.9,1
E0016363,T00190,2,GLV-T11,2026-07-12 11:44:30,급감속,35.225976,128.935374,6,1
E0016364,T00190,2,GLV-T11,2026-07-12 11:44:30,급감속,35.226092,128.935322,6,1
E0016365,T00190,2,GLV-T11,2026-07-12 11:45:20,급감속,35.223997,128.933043,37.1,1
E0016366,T00190,2,GLV-T11,2026-07-12 11:48:10,급가속,35.209981,128.905691,76.3,1
E0016367,T00190,2,GLV-T11,2026-07-12 11:52:40,급감속,35.164162,128.893671,69.6,1
E0016368,T00190,2,GLV-T11,2026-07-12 11:54:20,급가속,35.150245,128.879704,86.8,1
