trip_id,leg_no,vehicle_id,ts,lat,lon,speed_kmh,rpm,odo_km,laden,gps
T00182,2,GLV-T11,2026-06-10 09:10:20,35.767065,128.729699,75.2,1881,105.46,1,수신
T00182,2,GLV-T11,2026-06-10 09:10:30,35.765187,128.729861,88.2,1929,105.67,1,수신
T00182,2,GLV-T11,2026-06-10 09:10:40,35.763106,128.730557,80.2,1873,105.92,1,수신
T00182,2,GLV-T11,2026-06-10 09:10:50,35.761333,128.731731,76.3,1876,106.14,1,수신
T00182,2,GLV-T11,2026-06-10 09:11:00,35.759776,128.733104,86.7,2022,106.35,1,수신
T00182,2,GLV-T11,2026-06-10 09:11:10,35.758003,128.734596,74,1860,106.59,1,수신
T00182,2,GLV-T11,2026-06-10 09:11:20,35.756317,128.735463,76.9,1913,106.8,1,수신
T00182,2,GLV-T11,2026-06-10 09:11:30,35.754398,128.735921,87.1,1951,107.01,1,수신
T00182,2,GLV-T11,2026-06-10 09:11:40,35.752263,128.736383,77.7,1918,107.25,1,수신
T00182,2,GLV-T11,2026-06-10 09:11:50,35.75034,128.736743,76.4,1808,107.47,1,수신
T00182,2,GLV-T11,2026-06-10 09:12:00,35.74846,128.737141,75.7,1890,107.68,1,수신
T00182,2,GLV-T11,2026-06-10 09:12:10,35.746616,128.737547,81.8,1910,107.89,1,수신
T00182,2,GLV-T11,2026-06-10 09:12:20,35.744572,128.737846,77.5,1921,108.12,1,수신
T00182,2,GLV-T11,2026-06-10 09:12:30,35.742631,128.737723,72.7,1805,108.34,1,수신
T00182,2,GLV-T11,2026-06-10 09:12:40,35.740859,128.737303,75,1814,108.54,1,수신
T00182,2,GLV-T11,2026-06-10 09:12:50,35.73905,128.736822,72.5,1748,108.75,1,수신
T00182,2,GLV-T11,2026-06-10 09:13:00,35.737255,128.736392,74.8,1823,108.95,1,수신
T00182,2,GLV-T11,2026-06-10 09:13:10,35.735397,128.736223,69.7,1832,109.15,1,수신
T00182,2,GLV-T11,2026-06-10 09:13:20,35.733667,128.7365,87.8,1971,109.35,1,수신
T00182,2,GLV-T11,2026-06-10 09:13:30,35.731526,128.737202,82,1957,109.59,1,수신
T00182,2,GLV-T11,2026-06-10 09:13:40,35.729571,128.737822,74.7,1854,109.82,1,수신
T00182,2,GLV-T11,2026-06-10 09:13:50,35.727788,128.738472,73.4,1793,110.03,1,수신
T00182,2,GLV-T11,2026-06-10 09:14:00,35.725984,128.739122,83.6,1989,110.23,1,수신
T00182,2,GLV-T11,2026-06-10 09:14:10,35.723983,128.739795,78.4,1910,110.46,1,수신
T00182,2,GLV-T11,2026-06-10 09:14:20,35.722101,128.740486,76.2,1876,110.68,1,수신
T00182,2,GLV-T11,2026-06-10 09:14:30,35.720302,128.741162,75.3,1805,110.89,1,수신
T00182,2,GLV-T11,2026-06-10 09:14:40,35.718466,128.741837,81.6,1916,111.1,1,수신
T00182,2,GLV-T11,2026-06-10 09:14:50,35.716551,128.742535,78.7,1846,111.33,1,수신
T00182,2,GLV-T11,2026-06-10 09:15:00,35.714622,128.743034,79.5,1890,111.55,1,수신
T00182,2,GLV-T11,2026-06-10 09:15:10,35.712625,128.743055,73.4,1864,111.77,1,수신
T00182,2,GLV-T11,2026-06-10 09:15:20,35.710844,128.742691,68.7,1804,111.97,1,수신
T00182,2,GLV-T11,2026-06-10 09:15:30,35.709166,128.742307,84.9,1925,112.16,1,수신
T00182,2,GLV-T11,2026-06-10 09:15:40,35.707051,128.741846,75.6,1865,112.4,1,수신
T00182,2,GLV-T11,2026-06-10 09:15:50,35.705218,128.741394,75.5,1800,112.61,1,수신
T00182,2,GLV-T11,2026-06-10 09:16:00,35.703334,128.741014,72.9,1805,112.82,1,수신
T00182,2,GLV-T11,2026-06-10 09:16:10,35.70152,128.740564,79.5,1898,113.02,1,수신
T00182,2,GLV-T11,2026-06-10 09:16:20,35.699596,128.74017,83.8,1934,113.24,1,수신
T00182,2,GLV-T11,2026-06-10 09:16:30,35.697558,128.739693,78.6,1897,113.47,1,수신
T00182,2,GLV-T11,2026-06-10 09:16:40,35.695593,128.739345,79.5,1908,113.69,1,수신
T00182,2,GLV-T11,2026-06-10 09:16:50,35.693587,128.739294,69.5,1771,113.91,1,수신
T00182,2,GLV-T11,2026-06-10 09:17:00,35.691879,128.739501,76.4,1848,114.11,1,수신
T00182,2,GLV-T11,2026-06-10 09:17:10,35.690037,128.74004,81.9,1945,114.32,1,수신
T00182,2,GLV-T11,2026-06-10 09:17:20,35.688135,128.740937,75.8,1837,114.55,1,수신
T00182,2,GLV-T11,2026-06-10 09:17:30,35.686313,128.741742,77.3,1841,114.76,1,수신
T00182,2,GLV-T11,2026-06-10 09:17:40,35.684541,128.742629,70.3,1759,114.97,1,수신
T00182,2,GLV-T11,2026-06-10 09:17:50,35.682918,128.743398,71.2,1766,115.17,1,수신
T00182,2,GLV-T11,2026-06-10 09:18:00,35.681215,128.744135,85,1962,115.37,1,수신
T00182,2,GLV-T11,2026-06-10 09:18:10,35.679124,128.744612,78.5,1913,115.6,1,수신
T00182,2,GLV-T11,2026-06-10 09:18:20,35.677182,128.744839,78,1829,115.82,1,수신
T00182,2,GLV-T11,2026-06-10 09:18:30,35.67523,128.745031,80.8,1954,116.04,1,수신
T00182,2,GLV-T11,2026-06-10 09:18:40,35.67324,128.74525,81.5,1941,116.26,1,수신
T00182,2,GLV-T11,2026-06-10 09:18:50,35.671208,128.745412,73.1,1777,116.49,1,수신
T00182,2,GLV-T11,2026-06-10 09:19:00,35.669392,128.745594,74.6,1803,116.69,1,수신
T00182,2,GLV-T11,2026-06-10 09:19:10,35.667554,128.745736,80.6,1945,116.9,1,수신
T00182,2,GLV-T11,2026-06-10 09:19:20,35.665536,128.745701,77.2,1830,117.12,1,수신
T00182,2,GLV-T11,2026-06-10 09:19:30,35.663563,128.74559,78.1,1897,117.34,1,수신
T00182,2,GLV-T11,2026-06-10 09:19:40,35.661652,128.745501,81.8,1925,117.55,1,수신
T00182,2,GLV-T11,2026-06-10 09:19:50,35.659597,128.745486,71.2,1752,117.78,1,수신
T00182,2,GLV-T11,2026-06-10 09:20:00,35.65781,128.745617,80.3,1943,117.98,1,수신
T00182,2,GLV-T11,2026-06-10 09:20:10,35.655854,128.746049,74.5,1808,118.2,1,수신
T00182,2,GLV-T11,2026-06-10 09:20:20,35.654107,128.746809,73.2,1767,118.41,1,수신
T00182,2,GLV-T11,2026-06-10 09:20:30,35.652421,128.747811,79,1915,118.61,1,수신
T00182,2,GLV-T11,2026-06-10 09:20:40,35.650708,128.748938,76.7,1911,118.83,1,수신
T00182,2,GLV-T11,2026-06-10 09:20:50,35.648914,128.749746,77.2,1837,119.04,1,수신
T00182,2,GLV-T11,2026-06-10 09:21:00,35.647034,128.750047,77.1,1876,119.26,1,수신
T00182,2,GLV-T11,2026-06-10 09:21:10,35.64509,128.749924,75.7,1885,119.47,1,수신
T00182,2,GLV-T11,2026-06-10 09:21:20,35.643217,128.749867,73.8,1775,119.68,1,수신
T00182,2,GLV-T11,2026-06-10 09:21:30,35.641384,128.750259,77.6,1835,119.89,1,수신
T00182,2,GLV-T11,2026-06-10 09:21:40,35.63957,128.751149,78.3,1884,120.1,1,수신
T00182,2,GLV-T11,2026-06-10 09:21:50,35.637973,128.752457,80.4,1921,120.32,1,수신
T00182,2,GLV-T11,2026-06-10 09:22:00,35.636425,128.754019,75.1,1820,120.54,1,수신
T00182,2,GLV-T11,2026-06-10 09:22:10,35.635011,128.755518,85.2,1987,120.75,1,수신
T00182,2,GLV-T11,2026-06-10 09:22:20,35.63339,128.757229,79,1910,120.99,1,수신
T00182,2,GLV-T11,2026-06-10 09:22:30,35.631835,128.758817,83.9,1893,121.21,1,수신
T00182,2,GLV-T11,2026-06-10 09:22:40,35.630134,128.760241,79.9,1837,121.44,1,수신
T00182,2,GLV-T11,2026-06-10 09:22:50,35.628315,128.761249,76,1900,121.66,1,수신
T00182,2,GLV-T11,2026-06-10 09:23:00,35.626518,128.762027,73.5,1798,121.87,1,수신
T00182,2,GLV-T11,2026-06-10 09:23:10,35.624779,128.762716,76.9,1908,122.08,1,수신
T00182,2,GLV-T11,2026-06-10 09:23:20,35.622957,128.763373,75.8,1858,122.29,1,수신
T00182,2,GLV-T11,2026-06-10 09:23:30,35.621128,128.764087,74.6,1832,122.5,1,수신
T00182,2,GLV-T11,2026-06-10 09:23:40,35.619344,128.764781,76.3,1848,122.71,1,수신
T00182,2,GLV-T11,2026-06-10 09:23:50,35.617535,128.765459,84.3,1961,122.92,1,수신
T00182,2,GLV-T11,2026-06-10 09:24:00,35.615537,128.766376,79,1843,123.16,1,수신
T00182,2,GLV-T11,2026-06-10 09:24:10,35.613717,128.76722,75.5,1831,123.38,1,수신
T00182,2,GLV-T11,2026-06-10 09:24:20,35.611928,128.768007,73.3,1811,123.59,1,수신
T00182,2,GLV-T11,2026-06-10 09:24:30,35.610167,128.768598,75.2,1788,123.79,1,수신
T00182,2,GLV-T11,2026-06-10 09:24:40,35.608333,128.769049,72.7,1783,124,1,수신
T00182,2,GLV-T11,2026-06-10 09:24:50,35.606544,128.769348,75.6,1784,124.2,1,수신
T00182,2,GLV-T11,2026-06-10 09:25:00,35.604669,128.7695,76,1820,124.41,1,수신
T00182,2,GLV-T11,2026-06-10 09:25:10,35.60274,128.769433,82.1,1868,124.62,1,수신
T00182,2,GLV-T11,2026-06-10 09:25:20,35.600678,128.76925,84,1879,124.85,1,수신
T00182,2,GLV-T11,2026-06-10 09:25:30,35.598616,128.768868,78.3,1907,125.08,1,수신
T00182,2,GLV-T11,2026-06-10 09:25:40,35.596687,128.768474,72.1,1784,125.3,1,수신
T00182,2,GLV-T11,2026-06-10 09:25:50,35.594927,128.768132,68.7,1740,125.5,1,수신
T00182,2,GLV-T11,2026-06-10 09:26:00,35.593248,128.767732,74.2,1861,125.69,1,수신
T00182,2,GLV-T11,2026-06-10 09:26:10,35.591408,128.767403,78.3,1877,125.9,1,수신
T00182,2,GLV-T11,2026-06-10 09:26:20,35.589462,128.767183,75.9,1809,126.11,1,수신
T00182,2,GLV-T11,2026-06-10 09:26:30,35.587542,128.767237,73.4,1841,126.33,1,수신
T00182,2,GLV-T11,2026-06-10 09:26:40,35.585741,128.767478,76.6,1904,126.53,1,수신
T00182,2,GLV-T11,2026-06-10 09:26:50,35.583865,128.768005,83.3,1917,126.74,1,수신
T00182,2,GLV-T11,2026-06-10 09:27:00,35.581925,128.76885,83.4,1878,126.97,1,수신
T00182,2,GLV-T11,2026-06-10 09:27:10,35.580001,128.7699,77.4,1849,127.21,1,수신
T00182,2,GLV-T11,2026-06-10 09:27:20,35.578362,128.771128,81.9,1886,127.42,1,수신
T00182,2,GLV-T11,2026-06-10 09:27:30,35.576638,128.772443,83.2,1978,127.65,1,수신
T00182,2,GLV-T11,2026-06-10 09:27:40,35.574843,128.77379,84.3,1995,127.88,1,수신
T00182,2,GLV-T11,2026-06-10 09:27:50,35.573054,128.775199,71.9,1839,128.11,1,수신
T00182,2,GLV-T11,2026-06-10 09:28:00,35.571561,128.776383,84,1946,128.31,1,수신
T00182,2,GLV-T11,2026-06-10 09:28:10,35.569788,128.777733,79.5,1843,128.55,1,수신
T00182,2,GLV-T11,2026-06-10 09:28:20,35.568074,128.779,79.6,1920,128.77,1,수신
T00182,2,GLV-T11,2026-06-10 09:28:30,35.566377,128.780347,83.1,1899,128.99,1,수신
T00182,2,GLV-T11,2026-06-10 09:28:40,35.564667,128.781696,73.8,1839,129.22,1,수신
T00182,2,GLV-T11,2026-06-10 09:28:50,35.563097,128.782901,78.1,1835,129.42,1,수신
T00182,2,GLV-T11,2026-06-10 09:29:00,35.561443,128.784166,77,1854,129.64,1,수신
T00182,2,GLV-T11,2026-06-10 09:29:10,35.559768,128.785384,86.4,1975,129.85,1,수신
T00182,2,GLV-T11,2026-06-10 09:29:20,35.55786,128.786643,71,1765,130.09,1,수신
T00182,2,GLV-T11,2026-06-10 09:29:30,35.556269,128.787596,85,1961,130.29,1,수신
T00182,2,GLV-T11,2026-06-10 09:29:40,35.554364,128.788667,78.4,1904,130.53,1,수신
T00182,2,GLV-T11,2026-06-10 09:29:50,35.552525,128.789483,74.3,1880,130.75,1,수신
T00182,2,GLV-T11,2026-06-10 09:30:00,35.550767,128.790204,80.7,1856,130.95,1,수신
T00182,2,GLV-T11,2026-06-10 09:30:10,35.548802,128.790863,75.4,1856,131.18,1,수신
T00182,2,GLV-T11,2026-06-10 09:30:20,35.546972,128.79134,79.4,1893,131.39,1,수신
T00182,2,GLV-T11,2026-06-10 09:30:30,35.544986,128.791724,79.8,1873,131.61,1,수신
T00182,2,GLV-T11,2026-06-10 09:30:40,35.54303,128.79205,84.8,1957,131.83,1,수신
T00182,2,GLV-T11,2026-06-10 09:30:50,35.540918,128.792388,77.2,1813,132.06,1,수신
T00182,2,GLV-T11,2026-06-10 09:31:00,35.539031,128.792702,74.6,1821,132.28,1,수신
T00182,2,GLV-T11,2026-06-10 09:31:10,35.537174,128.792984,76.7,1913,132.48,1,수신
T00182,2,GLV-T11,2026-06-10 09:31:20,35.53528,128.79325,79.4,1919,132.7,1,수신
T00182,2,GLV-T11,2026-06-10 09:31:30,35.533323,128.793532,81.4,1857,132.92,1,수신
T00182,2,GLV-T11,2026-06-10 09:31:40,35.531297,128.793846,77.7,1879,133.14,1,수신
T00182,2,GLV-T11,2026-06-10 09:31:50,35.529385,128.794167,80.2,1910,133.36,1,수신
T00182,2,GLV-T11,2026-06-10 09:32:00,35.527399,128.794466,78.9,1828,133.58,1,수신
T00182,2,GLV-T11,2026-06-10 09:32:10,35.525422,128.794746,73.2,1791,133.8,1,수신
T00182,2,GLV-T11,2026-06-10 09:32:20,35.523606,128.795034,80.3,1844,134.01,1,수신
T00182,2,GLV-T11,2026-06-10 09:32:30,35.52161,128.795343,80.6,1942,134.23,1,수신
T00182,2,GLV-T11,2026-06-10 09:32:40,35.519619,128.795659,79.5,1919,134.45,1,수신
T00182,2,GLV-T11,2026-06-10 09:32:50,35.517643,128.795954,74.7,1855,134.67,1,수신
T00182,2,GLV-T11,2026-06-10 09:33:00,35.51579,128.79623,81,1842,134.88,1,수신
T00182,2,GLV-T11,2026-06-10 09:33:10,35.51379,128.796544,69.6,1808,135.11,1,수신
T00182,2,GLV-T11,2026-06-10 09:33:20,35.512072,128.79676,74.4,1867,135.3,1,수신
T00182,2,GLV-T11,2026-06-10 09:33:30,35.510209,128.796707,79.3,1914,135.51,1,수신
T00182,2,GLV-T11,2026-06-10 09:33:40,35.508243,128.796249,71.9,1766,135.73,1,수신
T00182,2,GLV-T11,2026-06-10 09:33:50,35.506605,128.795434,76.7,1869,135.93,1,수신
T00182,2,GLV-T11,2026-06-10 09:34:00,35.504911,128.794255,79.4,1845,136.14,1,수신
T00182,2,GLV-T11,2026-06-10 09:34:10,35.503454,128.792634,85.6,1968,136.36,1,수신
T00182,2,GLV-T11,2026-06-10 09:34:20,35.501902,128.79087,75,1883,136.6,1,수신
T00182,2,GLV-T11,2026-06-10 09:34:30,35.500514,128.789244,78.1,1852,136.81,1,수신
T00182,2,GLV-T11,2026-06-10 09:34:40,35.499097,128.787629,81.3,1952,137.02,1,수신
T00182,2,GLV-T11,2026-06-10 09:34:50,35.497609,128.78589,81.9,1934,137.25,1,수신
T00182,2,GLV-T11,2026-06-10 09:35:00,35.496078,128.784267,72.7,1802,137.48,1,수신
T00182,2,GLV-T11,2026-06-10 09:35:10,35.494498,128.783195,73.9,1773,137.68,1,수신
T00182,2,GLV-T11,2026-06-10 09:35:20,35.492851,128.782152,83.3,1904,137.88,1,수신
T00182,2,GLV-T11,2026-06-10 09:35:30,35.490962,128.781022,85.1,1989,138.11,1,수신
T00182,2,GLV-T11,2026-06-10 09:35:40,35.489043,128.779834,81.5,1913,138.35,1,수신
T00182,2,GLV-T11,2026-06-10 09:35:50,35.487255,128.778735,76.1,1854,138.58,1,수신
T00182,2,GLV-T11,2026-06-10 09:36:00,35.485524,128.777684,76.7,1808,138.79,1,수신
T00182,2,GLV-T11,2026-06-10 09:36:10,35.48378,128.776731,72.4,1799,139,1,수신
T00182,2,GLV-T11,2026-06-10 09:36:20,35.482114,128.775928,75.4,1804,139.2,1,수신
T00182,2,GLV-T11,2026-06-10 09:36:30,35.480314,128.775238,82.6,1881,139.41,1,수신
T00182,2,GLV-T11,2026-06-10 09:36:40,35.478303,128.774758,80.6,1945,139.64,1,수신
T00182,2,GLV-T11,2026-06-10 09:36:50,35.476299,128.774289,79.6,1831,139.87,1,수신
T00182,2,GLV-T11,2026-06-10 09:37:00,35.474349,128.774089,88,1955,140.09,1,수신
T00182,2,GLV-T11,2026-06-10 09:37:10,35.472139,128.773871,78,1845,140.33,1,수신
T00182,2,GLV-T11,2026-06-10 09:37:20,35.470204,128.773683,72.5,1803,140.55,1,수신
T00182,2,GLV-T11,2026-06-10 09:37:30,35.468377,128.7735,86.1,1948,140.75,1,수신
T00182,2,GLV-T11,2026-06-10 09:37:40,35.466224,128.773328,80,1867,140.99,1,수신
T00182,2,GLV-T11,2026-06-10 09:37:50,35.464269,128.773105,75.2,1799,141.21,1,수신
T00182,2,GLV-T11,2026-06-10 09:38:00,35.462401,128.772932,76.8,1862,141.42,1,수신
T00182,2,GLV-T11,2026-06-10 09:38:10,35.46047,128.772781,82.2,1884,141.63,1,수신
T00182,2,GLV-T11,2026-06-10 09:38:20,35.458423,128.772724,81.4,1951,141.86,1,수신
T00182,2,GLV-T11,2026-06-10 09:38:30,35.456406,128.772777,76.6,1810,142.09,1,수신
T00182,2,GLV-T11,2026-06-10 09:38:40,35.454472,128.773032,83.1,1973,142.3,1,수신
T00182,2,GLV-T11,2026-06-10 09:38:50,35.452446,128.773428,80.4,1897,142.53,1,수신
T00182,2,GLV-T11,2026-06-10 09:39:00,35.450441,128.773865,77,1894,142.75,1,수신
T00182,2,GLV-T11,2026-06-10 09:39:10,35.448569,128.774445,84.4,1923,142.97,1,수신
T00182,2,GLV-T11,2026-06-10 09:39:20,35.446604,128.775249,73.9,1782,143.2,1,수신
T00182,2,GLV-T11,2026-06-10 09:39:30,35.444842,128.776012,80.6,1924,143.41,1,수신
T00182,2,GLV-T11,2026-06-10 09:39:40,35.442967,128.776865,82.1,1864,143.63,1,수신
T00182,2,GLV-T11,2026-06-10 09:39:50,35.441058,128.777747,71.6,1856,143.86,1,수신
T00182,2,GLV-T11,2026-06-10 09:40:00,35.439341,128.778508,80.1,1839,144.06,1,수신
T00182,2,GLV-T11,2026-06-10 09:40:10,35.437476,128.779402,74.9,1873,144.28,1,수신
T00182,2,GLV-T11,2026-06-10 09:40:20,35.435717,128.780165,81.4,1879,144.49,1,수신
T00182,2,GLV-T11,2026-06-10 09:40:30,35.433846,128.78106,78.3,1894,144.72,1,수신
T00182,2,GLV-T11,2026-06-10 09:40:40,35.431989,128.781889,78,1911,144.93,1,수신
T00182,2,GLV-T11,2026-06-10 09:40:50,35.43017,128.782753,80.7,1913,145.15,1,수신
T00182,2,GLV-T11,2026-06-10 09:41:00,35.428325,128.783655,83.7,1967,145.37,1,수신
T00182,2,GLV-T11,2026-06-10 09:41:10,35.426407,128.784731,71.8,1781,145.61,1,수신
T00182,2,GLV-T11,2026-06-10 09:41:20,35.42477,128.785718,78.2,1865,145.81,1,수신
T00182,2,GLV-T11,2026-06-10 09:41:30,35.423144,128.786959,75.4,1857,146.02,1,수신
T00182,2,GLV-T11,2026-06-10 09:41:40,35.421562,128.788244,78.1,1894,146.23,1,수신
T00182,2,GLV-T11,2026-06-10 09:41:50,35.420016,128.789662,86.8,1971,146.45,1,수신
T00182,2,GLV-T11,2026-06-10 09:42:00,35.418302,128.791301,75.8,1889,146.69,1,수신
T00182,2,GLV-T11,2026-06-10 09:42:10,35.416769,128.792672,76.7,1875,146.9,1,수신
T00182,2,GLV-T11,2026-06-10 09:42:20,35.415239,128.794088,75.5,1808,147.11,1,수신
T00182,2,GLV-T11,2026-06-10 09:42:30,35.413774,128.795499,75.6,1863,147.32,1,수신
T00182,2,GLV-T11,2026-06-10 09:42:40,35.412277,128.796945,73.7,1799,147.53,1,수신
T00182,2,GLV-T11,2026-06-10 09:42:50,35.410776,128.798279,76.4,1859,147.74,1,수신
T00182,2,GLV-T11,2026-06-10 09:43:00,35.409324,128.799808,81.6,1905,147.95,1,수신
T00182,2,GLV-T11,2026-06-10 09:43:10,35.408085,128.801801,75.6,1860,148.18,1,수신
T00182,2,GLV-T11,2026-06-10 09:43:20,35.407192,128.803817,85.9,2012,148.39,1,수신
T00182,2,GLV-T11,2026-06-10 09:43:30,35.406211,128.806186,85.4,1996,148.63,1,수신
T00182,2,GLV-T11,2026-06-10 09:43:40,35.405249,128.808486,78.2,1843,148.86,1,수신
T00182,2,GLV-T11,2026-06-10 09:43:50,35.404334,128.810611,87.7,1979,149.08,1,수신
T00182,2,GLV-T11,2026-06-10 09:44:00,35.403366,128.813039,82,1895,149.32,1,수신
T00182,2,GLV-T11,2026-06-10 09:44:10,35.402381,128.815276,76.6,1853,149.55,1,수신
T00182,2,GLV-T11,2026-06-10 09:44:20,35.401527,128.817336,80.8,1952,149.76,1,수신
T00182,2,GLV-T11,2026-06-10 09:44:30,35.400629,128.819517,77.2,1801,149.99,1,수신
T00182,2,GLV-T11,2026-06-10 09:44:40,35.399698,128.821653,72.9,1816,150.2,1,수신
T00182,2,GLV-T11,2026-06-10 09:44:50,35.398861,128.823644,87.1,1922,150.41,1,수신
T00182,2,GLV-T11,2026-06-10 09:45:00,35.397894,128.825979,69.8,1783,150.65,1,수신
T00182,2,GLV-T11,2026-06-10 09:45:10,35.397059,128.827887,79.4,1828,150.84,1,수신
T00182,2,GLV-T11,2026-06-10 09:45:20,35.396031,128.829965,79.8,1884,151.06,1,수신
T00182,2,GLV-T11,2026-06-10 09:45:30,35.394681,128.831767,75.2,1828,151.28,1,수신
T00182,2,GLV-T11,2026-06-10 09:45:40,35.393202,128.83318,74.3,1836,151.49,1,수신
T00182,2,GLV-T11,2026-06-10 09:45:50,35.391734,128.834508,82.7,1888,151.7,1,수신
T00182,2,GLV-T11,2026-06-10 09:46:00,35.390086,128.83604,83.1,1900,151.93,1,수신
T00182,2,GLV-T11,2026-06-10 09:46:10,35.388423,128.837627,80.2,1869,152.16,1,수신
T00182,2,GLV-T11,2026-06-10 09:46:20,35.386842,128.839115,72.5,1788,152.38,1,수신
T00182,2,GLV-T11,2026-06-10 09:46:30,35.385395,128.840423,84.3,1897,152.58,1,수신
T00182,2,GLV-T11,2026-06-10 09:46:40,35.383662,128.841988,82.1,1970,152.82,1,수신
T00182,2,GLV-T11,2026-06-10 09:46:50,35.382016,128.843515,78,1882,153.05,1,수신
T00182,2,GLV-T11,2026-06-10 09:47:00,35.380497,128.844945,75.9,1808,153.26,1,수신
T00182,2,GLV-T11,2026-06-10 09:47:10,35.378952,128.846311,74.9,1867,153.47,1,수신
T00182,2,GLV-T11,2026-06-10 09:47:20,35.377464,128.847741,84.5,1880,153.68,1,수신
T00182,2,GLV-T11,2026-06-10 09:47:30,35.375812,128.84926,85,1938,153.92,1,수신
T00182,2,GLV-T11,2026-06-10 09:47:40,35.373999,128.850558,79,1886,154.15,1,수신
T00182,2,GLV-T11,2026-06-10 09:47:50,35.372131,128.851488,72.7,1810,154.37,1,수신
T00182,2,GLV-T11,2026-06-10 09:48:00,35.370433,128.852153,77.9,1874,154.57,1,수신
T00182,2,GLV-T11,2026-06-10 09:48:10,35.368568,128.852875,81,1948,154.79,1,수신
T00182,2,GLV-T11,2026-06-10 09:48:20,35.366784,128.854036,79,1825,155.02,1,수신
T00182,2,GLV-T11,2026-06-10 09:48:30,35.365195,128.855444,75.4,1865,155.24,1,수신
T00182,2,GLV-T11,2026-06-10 09:48:40,35.363928,128.857141,73.6,1866,155.44,1,수신
T00182,2,GLV-T11,2026-06-10 09:48:50,35.362838,128.859,74.9,1874,155.65,1,수신
T00182,2,GLV-T11,2026-06-10 09:49:00,35.362039,128.861047,73.1,1844,155.86,1,수신
T00182,2,GLV-T11,2026-06-10 09:49:10,35.36137,128.86314,75.5,1887,156.06,1,수신
T00182,2,GLV-T11,2026-06-10 09:49:20,35.360733,128.86531,81.3,1964,156.27,1,수신
T00182,2,GLV-T11,2026-06-10 09:49:30,35.360022,128.867647,82.9,1912,156.5,1,수신
T00182,2,GLV-T11,2026-06-10 09:49:40,35.359327,128.870044,78.3,1864,156.73,1,수신
T00182,2,GLV-T11,2026-06-10 09:49:50,35.358693,128.872316,76.1,1843,156.94,1,수신
T00182,2,GLV-T11,2026-06-10 09:50:00,35.35805,128.874527,77.9,1918,157.15,1,수신
T00182,2,GLV-T11,2026-06-10 09:50:10,35.357389,128.87678,80.2,1846,157.37,1,수신
T00182,2,GLV-T11,2026-06-10 09:50:20,35.356862,128.879097,81.5,1949,157.59,1,수신
T00182,2,GLV-T11,2026-06-10 09:50:30,35.356483,128.88157,81.2,1900,157.82,1,수신
T00182,2,GLV-T11,2026-06-10 09:50:40,35.356411,128.884037,80.2,1874,158.05,1,수신
T00182,2,GLV-T11,2026-06-10 09:50:50,35.356607,128.886489,81.9,1875,158.27,1,수신
T00182,2,GLV-T11,2026-06-10 09:51:00,35.356996,128.888946,69.6,1813,158.5,1,수신
T00182,2,GLV-T11,2026-06-10 09:51:10,35.3574,128.891011,76.3,1890,158.69,1,수신
T00182,2,GLV-T11,2026-06-10 09:51:20,35.357876,128.893337,77.1,1896,158.9,1,수신
T00182,2,GLV-T11,2026-06-10 09:51:30,35.358318,128.895593,71.7,1768,159.12,1,수신
T00182,2,GLV-T11,2026-06-10 09:51:40,35.358771,128.897735,79.2,1852,159.32,1,수신
T00182,2,GLV-T11,2026-06-10 09:51:50,35.359269,128.900111,83.3,1941,159.54,1,수신
T00182,2,GLV-T11,2026-06-10 09:52:00,35.359679,128.902595,70.2,1829,159.77,1,수신
T00182,2,GLV-T11,2026-06-10 09:52:10,35.359909,128.904686,82.7,1944,159.96,1,수신
T00182,2,GLV-T11,2026-06-10 09:52:20,35.35976,128.907221,77.8,1921,160.19,1,수신
T00182,2,GLV-T11,2026-06-10 09:52:30,35.359151,128.909486,76.6,1908,160.41,1,수신
T00182,2,GLV-T11,2026-06-10 09:52:40,35.358164,128.911467,78.3,1924,160.62,1,수신
T00182,2,GLV-T11,2026-06-10 09:52:50,35.356897,128.913283,78.8,1870,160.84,1,수신
T00182,2,GLV-T11,2026-06-10 09:53:00,35.355549,128.9151,75.2,1887,161.06,1,수신
T00182,2,GLV-T11,2026-06-10 09:53:10,35.3543,128.916821,74.1,1839,161.27,1,수신
T00182,2,GLV-T11,2026-06-10 09:53:20,35.353063,128.918461,81.1,1879,161.47,1,수신
T00182,2,GLV-T11,2026-06-10 09:53:30,35.351693,128.920298,84.9,2001,161.7,1,수신
T00182,2,GLV-T11,2026-06-10 09:53:40,35.350152,128.922138,80.9,1844,161.93,1,수신
T00182,2,GLV-T11,2026-06-10 09:53:50,35.348661,128.923772,80.6,1935,162.16,1,수신
T00182,2,GLV-T11,2026-06-10 09:54:00,35.347173,128.92538,77.1,1876,162.38,1,수신
T00182,2,GLV-T11,2026-06-10 09:54:10,35.345696,128.926949,72,1769,162.6,1,수신
T00182,2,GLV-T11,2026-06-10 09:54:20,35.344326,128.928439,76.1,1828,162.8,1,수신
T00182,2,GLV-T11,2026-06-10 09:54:30,35.342947,128.92994,80,1937,163.01,1,수신
T00182,2,GLV-T11,2026-06-10 09:54:40,35.341424,128.931564,72.5,1788,163.23,1,수신
T00182,2,GLV-T11,2026-06-10 09:54:50,35.340061,128.933008,81.5,1950,163.43,1,수신
T00182,2,GLV-T11,2026-06-10 09:55:00,35.33834,128.934418,82.3,1945,163.66,1,수신
