ts,lat,lon,speed_kmh,rpm,odo_km
2026-08-09T22:04:30.000Z,35.398005,128.911316,70,1500,75.250
2026-08-09T22:04:40.000Z,35.398807,128.911620,70,1500,75.444
2026-08-09T22:04:50.000Z,35.399608,128.911924,70,1500,75.639
2026-08-09T22:05:00.000Z,35.400409,128.912228,70,1500,75.833
2026-08-09T22:05:10.000Z,35.401210,128.912531,70,1500,76.028
2026-08-09T22:05:20.000Z,35.402012,128.912835,70,1500,76.222
2026-08-09T22:05:30.000Z,35.402813,128.913139,70,1500,76.417
2026-08-09T22:05:40.000Z,35.403614,128.913443,70,1500,76.611
2026-08-09T22:05:50.000Z,35.404416,128.913747,70,1500,76.806
2026-08-09T22:06:00.000Z,35.405217,128.914051,70,1500,77.000
2026-08-09T22:06:10.000Z,35.406018,128.914355,70,1500,77.194
2026-08-09T22:06:20.000Z,35.406820,128.914659,70,1500,77.389
2026-08-09T22:06:30.000Z,35.407621,128.914963,70,1500,77.583
2026-08-09T22:06:40.000Z,35.408422,128.915267,70,1500,77.778
2026-08-09T22:06:50.000Z,35.409224,128.915571,70,1500,77.972
2026-08-09T22:07:00.000Z,35.410025,128.915875,70,1500,78.167
2026-08-09T22:07:10.000Z,35.410826,128.916178,70,1500,78.361
2026-08-09T22:07:20.000Z,35.411627,128.916482,70,1500,78.556
2026-08-09T22:07:30.000Z,35.412429,128.916786,70,1500,78.750
2026-08-09T22:07:40.000Z,35.413230,128.917090,70,1500,78.944
2026-08-09T22:07:50.000Z,35.414031,128.917394,70,1500,79.139
2026-08-09T22:08:00.000Z,35.414833,128.917698,70,1500,79.333
2026-08-09T22:08:10.000Z,35.415634,128.918002,70,1500,79.528
2026-08-09T22:08:20.000Z,35.416435,128.918306,70,1500,79.722
2026-08-09T22:08:30.000Z,35.417237,128.918610,70,1500,79.917
2026-08-09T22:08:40.000Z,35.418038,128.918914,70,1500,80.111
2026-08-09T22:08:50.000Z,35.418839,128.919218,70,1500,80.306
2026-08-09T22:09:00.000Z,35.419640,128.919522,70,1500,80.500
2026-08-09T22:09:10.000Z,35.420442,128.919825,70,1500,80.694
2026-08-09T22:09:20.000Z,35.421243,128.920129,70,1500,80.889
2026-08-09T22:09:30.000Z,35.422044,128.920433,70,1500,81.083
2026-08-09T22:09:40.000Z,35.422846,128.920737,70,1500,81.278
2026-08-09T22:09:50.000Z,35.423647,128.921041,70,1500,81.472
2026-08-09T22:10:00.000Z,35.424448,128.921345,70,1500,81.667
2026-08-09T22:10:10.000Z,35.425250,128.921649,70,1500,81.861
2026-08-09T22:10:20.000Z,35.426051,128.921953,70,1500,82.056
2026-08-09T22:10:30.000Z,35.426852,128.922257,70,1500,82.250
2026-08-09T22:10:40.000Z,35.427654,128.922561,70,1500,82.444
2026-08-09T22:10:50.000Z,35.428455,128.922865,70,1500,82.639
2026-08-09T22:11:00.000Z,35.429256,128.923169,70,1500,82.833
2026-08-09T22:11:10.000Z,35.430057,128.923472,70,1500,83.028
2026-08-09T22:11:20.000Z,35.430859,128.923776,70,1500,83.222
2026-08-09T22:11:30.000Z,35.431660,128.924080,70,1500,83.417
2026-08-09T22:11:40.000Z,35.432461,128.924384,70,1500,83.611
2026-08-09T22:11:50.000Z,35.433263,128.924688,70,1500,83.806
2026-08-09T22:12:00.000Z,35.434064,128.924992,70,1500,84.000
2026-08-09T22:12:10.000Z,35.434865,128.925296,70,1500,84.194
2026-08-09T22:12:20.000Z,35.435667,128.925600,70,1500,84.389
2026-08-09T22:12:30.000Z,35.436468,128.925904,70,1500,84.583
2026-08-09T22:12:40.000Z,35.437269,128.926208,70,1500,84.778
2026-08-09T22:12:50.000Z,35.438071,128.926512,70,1500,84.972
2026-08-09T22:13:00.000Z,35.438872,128.926816,70,1500,85.167
2026-08-09T22:13:10.000Z,35.439673,128.927119,70,1500,85.361
2026-08-09T22:13:20.000Z,35.440474,128.927423,70,1500,85.556
2026-08-09T22:13:30.000Z,35.441276,128.927727,70,1500,85.750
2026-08-09T22:13:40.000Z,35.442077,128.928031,70,1500,85.944
2026-08-09T22:13:50.000Z,35.442878,128.928335,70,1500,86.139
2026-08-09T22:14:00.000Z,35.443680,128.928639,70,1500,86.333
2026-08-09T22:14:10.000Z,35.444481,128.928943,70,1500,86.528
2026-08-09T22:14:20.000Z,35.445282,128.929247,70,1500,86.722
2026-08-09T22:14:30.000Z,35.446084,128.929551,70,1500,86.917
2026-08-09T22:14:40.000Z,35.446885,128.929855,70,1500,87.111
2026-08-09T22:14:50.000Z,35.447686,128.930159,70,1500,87.306
2026-08-09T22:15:00.000Z,35.448487,128.930462,70,1500,87.500
2026-08-09T22:15:10.000Z,35.449289,128.930766,70,1500,87.694
2026-08-09T22:15:20.000Z,35.450090,128.931070,70,1500,87.889
2026-08-09T22:15:30.000Z,35.450891,128.931374,70,1500,88.083
2026-08-09T22:15:40.000Z,35.451693,128.931678,70,1500,88.278
2026-08-09T22:15:50.000Z,35.452494,128.931982,70,1500,88.472
2026-08-09T22:16:00.000Z,35.453295,128.932286,70,1500,88.667
2026-08-09T22:16:10.000Z,35.454097,128.932590,70,1500,88.861
2026-08-09T22:16:20.000Z,35.454898,128.932894,70,1500,89.056
2026-08-09T22:16:30.000Z,35.455699,128.933198,70,1500,89.250
2026-08-09T22:16:40.000Z,35.456501,128.933502,70,1500,89.444
2026-08-09T22:16:50.000Z,35.457302,128.933806,70,1500,89.639
2026-08-09T22:17:00.000Z,35.458103,128.934109,70,1500,89.833
2026-08-09T22:17:10.000Z,35.458904,128.934413,70,1500,90.028
2026-08-09T22:17:20.000Z,35.459706,128.934717,70,1500,90.222
2026-08-09T22:17:30.000Z,35.460507,128.935021,70,1500,90.417
2026-08-09T22:17:40.000Z,35.461308,128.935325,70,1500,90.611
2026-08-09T22:17:50.000Z,35.462110,128.935629,70,1500,90.806
2026-08-09T22:18:00.000Z,35.462911,128.935933,70,1500,91.000
2026-08-09T22:18:10.000Z,35.463712,128.936237,70,1500,91.194
2026-08-09T22:18:20.000Z,35.464514,128.936541,70,1500,91.389
2026-08-09T22:18:30.000Z,35.465315,128.936845,70,1500,91.583
2026-08-09T22:18:40.000Z,35.466116,128.937149,70,1500,91.778
2026-08-09T22:18:50.000Z,35.466918,128.937453,70,1500,91.972
2026-08-09T22:19:00.000Z,35.467719,128.937756,70,1500,92.167
2026-08-09T22:19:10.000Z,35.468520,128.938060,70,1500,92.361
2026-08-09T22:19:20.000Z,35.469321,128.938364,70,1500,92.556
2026-08-09T22:19:30.000Z,35.470123,128.938668,70,1500,92.750
2026-08-09T22:19:40.000Z,35.470924,128.938972,70,1500,92.944
2026-08-09T22:19:50.000Z,35.471725,128.939276,70,1500,93.139
2026-08-09T22:20:00.000Z,35.472527,128.939580,70,1500,93.333
2026-08-09T22:20:10.000Z,35.473328,128.939884,70,1500,93.528
2026-08-09T22:20:20.000Z,35.474129,128.940188,70,1500,93.722
2026-08-09T22:20:30.000Z,35.474931,128.940492,70,1500,93.917
2026-08-09T22:20:40.000Z,35.475732,128.940796,70,1500,94.111
2026-08-09T22:20:50.000Z,35.476533,128.941100,70,1500,94.306
2026-08-09T22:21:00.000Z,35.477334,128.941403,70,1500,94.500
2026-08-09T22:21:10.000Z,35.478136,128.941707,70,1500,94.694
2026-08-09T22:21:20.000Z,35.478937,128.942011,70,1500,94.889
2026-08-09T22:21:30.000Z,35.479738,128.942315,70,1500,95.083
2026-08-09T22:21:40.000Z,35.480540,128.942619,70,1500,95.278
2026-08-09T22:21:50.000Z,35.481341,128.942923,70,1500,95.472
2026-08-09T22:22:00.000Z,35.482142,128.943227,70,1500,95.667
2026-08-09T22:22:10.000Z,35.482944,128.943531,70,1500,95.861
2026-08-09T22:22:20.000Z,35.483745,128.943835,70,1500,96.056
2026-08-09T22:22:30.000Z,35.484546,128.944139,70,1500,96.250
2026-08-09T22:22:40.000Z,35.485348,128.944443,70,1500,96.444
2026-08-09T22:22:50.000Z,35.486149,128.944747,70,1500,96.639
2026-08-09T22:23:00.000Z,35.486950,128.945050,70,1500,96.833
2026-08-09T22:23:10.000Z,35.487751,128.945354,70,1500,97.028
2026-08-09T22:23:20.000Z,35.488553,128.945658,70,1500,97.222
2026-08-09T22:23:30.000Z,35.489354,128.945962,70,1500,97.417
2026-08-09T22:23:40.000Z,35.490155,128.946266,70,1500,97.611
2026-08-09T22:23:50.000Z,35.490957,128.946570,70,1500,97.806
2026-08-09T22:24:00.000Z,35.491758,128.946874,70,1500,98.000
2026-08-09T22:24:10.000Z,35.492559,128.947178,70,1500,98.194
2026-08-09T22:24:20.000Z,35.493361,128.947482,70,1500,98.389
2026-08-09T22:24:30.000Z,35.494162,128.947786,70,1500,98.583
2026-08-09T22:24:40.000Z,35.494963,128.948090,70,1500,98.778
2026-08-09T22:24:50.000Z,35.495765,128.948394,70,1500,98.972
2026-08-09T22:25:00.000Z,35.496566,128.948697,70,1500,99.167
2026-08-09T22:25:10.000Z,35.497367,128.949001,70,1500,99.361
2026-08-09T22:25:20.000Z,35.498168,128.949305,70,1500,99.556
2026-08-09T22:25:30.000Z,35.498970,128.949609,70,1500,99.750
2026-08-09T22:25:40.000Z,35.499771,128.949913,70,1500,99.944
