vehicle_id,date,report_time,speed_kmh,distance_km,result,addr_jibun,addr_poi,voltage,load_state_raw
SB-000002,2026-08-12,2026-08-12 10:39:19,0,24,급정지,전라남도 광양시 금호동 791(168m 범위),전라남도 광양시 금호동 2문(55m ↓),27.9,공차
SB-000002,2026-08-12,2026-08-12 10:40:54,0,25,DTG 데이터,전라남도 광양시 태인동 1664-3(21m 범위),전라남도 광양시 태인동 버스정류장(26m ↗),27.8,공차
SB-000002,2026-08-12,2026-08-12 10:42:54,57,26,DTG 데이터,전라남도 광양시 태인동 1664(62m 범위),전라남도 광양시 태인동 전남기업(41m ↙),28.1,공차
SB-000002,2026-08-12,2026-08-12 10:44:54,39,27,DTG 데이터,전라남도 광양시 태인동 1710(52m 범위),전라남도 광양시 태인동 에어릭스(83m ↓),27.7,공차
SB-000002,2026-08-12,2026-08-12 10:46:54,0,28,DTG 데이터,전라남도 광양시 태인동 1688(69m 범위),전라남도 광양시 태인동 엔시스(70m ↑),27.9,공차
SB-000002,2026-08-12,2026-08-12 10:47:58,231,28,급출발,전라남도 광양시 태인동 1688(68m 범위),전라남도 광양시 태인동 엔시스(70m ↑),28.1,공차
SB-000002,2026-08-12,2026-08-12 10:48:00,76,28,급감속,전라남도 광양시 태인동 1688(68m 범위),전라남도 광양시 태인동 엔시스(70m ↑),28.2,공차
SB-000002,2026-08-12,2026-08-12 10:48:23,231,28,급출발,전라남도 광양시 태인동 1688(92m 범위),전라남도 광양시 태인동 엔시스(95m ↑),27.6,공차
SB-000002,2026-08-12,2026-08-12 10:48:25,52,28,급감속,전라남도 광양시 태인동 1688(93m 범위),전라남도 광양시 태인동 엔시스(95m ↑),28,공차
SB-000002,2026-08-12,2026-08-12 10:48:25,0,28,급정지,전라남도 광양시 태인동 1714(93m 범위),전라남도 광양시 태인동 엔시스(96m ↑),28,공차
SB-000002,2026-08-12,2026-08-12 10:48:25,158,28,급가속,전라남도 광양시 태인동 1714(94m 범위),전라남도 광양시 태인동 엔시스(96m ↑),27.7,공차
SB-000002,2026-08-12,2026-08-12 10:48:50,177,28,급출발,전라남도 광양시 태인동 1714(102m 범위),전라남도 광양시 태인동 엔시스(115m ↑),28,공차
SB-000002,2026-08-12,2026-08-12 10:48:53,231,28,급가속,전라남도 광양시 태인동 1714(103m 범위),전라남도 광양시 태인동 엔시스(117m ↑),27.7,공차
SB-000002,2026-08-12,2026-08-12 10:48:53,33,28,급감속,전라남도 광양시 태인동 1714(105m 범위),전라남도 광양시 태인동 엔시스(118m ↑),28.3,공차
SB-000002,2026-08-12,2026-08-12 10:48:56,0,28,DTG 데이터,전라남도 광양시 태인동 1714(106m 범위),전라남도 광양시 태인동 엔시스(119m ↑),28.2,공차
SB-000002,2026-08-12,2026-08-12 10:48:58,0,28,Key Off,전라남도 광양시 태인동 1714(107m 범위),전라남도 광양시 태인동 엔시스(119m ↑),25.7,공차
SB-000002,2026-08-12,2026-08-12 10:50:17,0,28,Key On,전라남도 광양시 태인동 1714(107m 범위),전라남도 광양시 태인동 엔시스(119m ↑),21.7,공차
SB-000002,2026-08-12,2026-08-12 10:50:54,40,28,DTG 데이터,전라남도 광양시 태인동 1714(148m 범위),전라남도 광양시 태인동 매크로시스템엔지니어링(162m →),27.6,공차
SB-000002,2026-08-12,2026-08-12 10:50:54,40,28,급가속,전라남도 광양시 태인동 1714(148m 범위),전라남도 광양시 태인동 매크로시스템엔지니어링(162m →),28,공차
SB-000002,2026-08-12,2026-08-12 10:50:56,8,28,급감속,전라남도 광양시 태인동 1714(149m 범위),전라남도 광양시 태인동 매크로시스템엔지니어링(163m →),27.6,공차
SB-000002,2026-08-12,2026-08-12 10:52:55,0,29,DTG 데이터,전라남도 광양시 태인동 1745(95m 범위),전라남도 광양시 태인동 대주기업(78m ↖),28.1,공차
SB-000002,2026-08-12,2026-08-12 10:54:55,16,29,DTG 데이터,전라남도 광양시 태인동 1688(58m 범위),전라남도 광양시 태인동 현대티에스(66m ↑),27.8,공차
SB-000002,2026-08-12,2026-08-12 10:56:54,42,30,DTG 데이터,전라남도 광양시 태인동 1656-3(78m 범위),전라남도 광양시 태인동 전국레미콘(71m ←),27.9,공차
SB-000002,2026-08-12,2026-08-12 10:58:54,40,31,DTG 데이터,전라남도 광양시 금호동 791(97m 범위),전라남도 광양시 태인동 태인교(4m ↙),28,공차
SB-000002,2026-08-12,2026-08-12 10:59:52,57,32,급가속,전라남도 광양시 금호동 791(57m 범위),전라남도 광양시 금호동 태인교삼거리(58m ←),27.9,공차
SB-000002,2026-08-12,2026-08-12 10:59:55,9,32,급감속,전라남도 광양시 금호동 791(59m 범위),전라남도 광양시 금호동 태인교삼거리(60m ←),28,공차
SB-000002,2026-08-12,2026-08-12 11:00:34,135,32,급가속,전라남도 광양시 금호동 791(91m 범위),전라남도 광양시 금호동 2문(59m ↗),28,공차
SB-000002,2026-08-12,2026-08-12 11:00:37,7,32,급감속,전라남도 광양시 금호동 791(93m 범위),전라남도 광양시 금호동 2문(57m ↗),27.6,공차
SB-000002,2026-08-12,2026-08-12 11:00:54,12,32,DTG 데이터,전라남도 광양시 금호동 791(136m 범위),전라남도 광양시 금호동 2문(32m ↑),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:01:27,25,32,급가속,전라남도 광양시 금호동 791(178m 범위),전라남도 광양시 금호동 2문(44m ↓),27.7,공차
SB-000002,2026-08-12,2026-08-12 11:01:30,10,32,급감속,전라남도 광양시 금호동 791(180m 범위),전라남도 광양시 금호동 2문(47m ↓),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:02:54,33,32,DTG 데이터,전라남도 광양시 금호동 637(153m 범위),전라남도 광양시 금호동 제철삼거리(314m ↘),27.9,공차
SB-000002,2026-08-12,2026-08-12 11:04:38,231,33,급출발,전라남도 광양시 금호동 658(118m 범위),전라남도 광양시 금호동 정문(180m ↘),28.1,공차
SB-000002,2026-08-12,2026-08-12 11:04:40,193,33,급감속,전라남도 광양시 금호동 658(117m 범위),주변에 특정 건물이 없습니다,27.8,공차
SB-000002,2026-08-12,2026-08-12 11:04:40,24,33,급감속,전라남도 광양시 금호동 658(117m 범위),전라남도 광양시 금호동 정문(180m ↘),28.1,공차
SB-000002,2026-08-12,2026-08-12 11:04:54,0,33,DTG 데이터,전라남도 광양시 금호동 658(121m 범위),전라남도 광양시 금호동 정문(182m ↘),27.9,공차
SB-000002,2026-08-12,2026-08-12 11:05:42,231,33,급출발,전라남도 광양시 금호동 658(122m 범위),전라남도 광양시 금호동 정문(185m ↘),28.1,공차
SB-000002,2026-08-12,2026-08-12 11:05:44,171,33,급감속,전라남도 광양시 금호동 658(123m 범위),전라남도 광양시 금호동 정문(186m ↘),27.9,공차
SB-000002,2026-08-12,2026-08-12 11:05:47,0,33,급정지,전라남도 광양시 금호동 658(123m 범위),전라남도 광양시 금호동 정문(186m ↘),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:06:00,0,33,Key Off,전라남도 광양시 금호동 658(123m 범위),전라남도 광양시 금호동 정문(185m ↘),25.8,공차
SB-000002,2026-08-12,2026-08-12 11:08:07,0,33,Key On,전라남도 광양시 금호동 658(123m 범위),전라남도 광양시 금호동 정문(185m ↘),21.4,공차
SB-000002,2026-08-12,2026-08-12 11:08:54,4,33,DTG 데이터,전라남도 광양시 금호동 658(99m 범위),전라남도 광양시 금호동 정문(173m ↘),28,공차
SB-000002,2026-08-12,2026-08-12 11:08:59,137,33,급출발,전라남도 광양시 금호동 658(100m 범위),전라남도 광양시 금호동 정문(174m ↘),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:08:59,19,33,급감속,전라남도 광양시 금호동 658(101m 범위),전라남도 광양시 금호동 정문(174m ↘),27.4,공차
SB-000002,2026-08-12,2026-08-12 11:08:59,231,33,급가속,전라남도 광양시 금호동 658(101m 범위),전라남도 광양시 금호동 정문(174m ↘),27.5,공차
SB-000002,2026-08-12,2026-08-12 11:10:50,0,33,Key Off,전라남도 광양시 금호동 658(101m 범위),전라남도 광양시 금호동 정문(171m ↘),27.3,공차
SB-000002,2026-08-12,2026-08-12 11:31:47,0,33,Key On,전라남도 광양시 금호동 658(101m 범위),전라남도 광양시 금호동 정문(171m ↘),24.6,공차
SB-000002,2026-08-12,2026-08-12 11:32:55,20,33,DTG 데이터,전라남도 광양시 금호동 658(52m 범위),전라남도 광양시 금호동 정문(154m ↘),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:34:46,74,34,급가속,전라남도 광양시 금호동 636(314m 범위),전라남도 광양시 금호동 광일엔지니어링(363m ↖),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:34:48,8,34,급감속,전라남도 광양시 금호동 636(317m 범위),전라남도 광양시 금호동 광일엔지니어링(360m ↖),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:34:54,0,34,DTG 데이터,전라남도 광양시 금호동 636(336m 범위),전라남도 광양시 금호동 광일엔지니어링(339m ↖),27.9,공차
SB-000002,2026-08-12,2026-08-12 11:36:54,0,34,DTG 데이터,전라남도 광양시 금호동 636(399m 범위),전라남도 광양시 금호동 포렌(266m ↖),27.3,공차
SB-000002,2026-08-12,2026-08-12 11:38:54,0,34,DTG 데이터,전라남도 광양시 금호동 636(380m 범위),전라남도 광양시 금호동 광일엔지니어링(261m ↑),27.4,공차
SB-000002,2026-08-12,2026-08-12 11:39:48,0,34,공회전감지,전라남도 광양시 금호동 636(394m 범위),전라남도 광양시 금호동 포렌(258m ↖),27.4,공차
SB-000002,2026-08-12,2026-08-12 11:40:24,7,34,공회전종료,전라남도 광양시 금호동 636(371m 범위),전라남도 광양시 금호동 광일엔지니어링(276m ↑),28,공차
SB-000002,2026-08-12,2026-08-12 11:40:54,2,34,DTG 데이터,전라남도 광양시 금호동 636(409m 범위),전라남도 광양시 금호동 광일엔지니어링(254m ↖),27.2,공차
SB-000002,2026-08-12,2026-08-12 11:42:54,0,34,DTG 데이터,전라남도 광양시 금호동 631(181m 범위),전라남도 광양시 금호동 광일엔지니어링(410m ←),27.1,공차
SB-000002,2026-08-12,2026-08-12 11:44:55,40,35,DTG 데이터,전라남도 광양시 금호동 657(251m 범위),주변에 특정 건물이 없습니다,27.9,공차
SB-000002,2026-08-12,2026-08-12 11:46:55,24,36,DTG 데이터,전라남도 광양시 금호동 634(144m 범위),전라남도 광양시 금호동 광양제품부두점(107m →),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:48:09,94,37,급가속,전라남도 광양시 금호동 803(154m 범위),전라남도 광양시 금호동 우리은행365(283m ↘),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:48:12,19,37,급감속,전라남도 광양시 금호동 803(150m 범위),전라남도 광양시 금호동 우리은행365(285m ↘),28,공차
SB-000002,2026-08-12,2026-08-12 11:48:22,231,37,급출발,전라남도 광양시 금호동 803(131m 범위),전라남도 광양시 금호동 우리은행365(293m ↘),27.6,공차
SB-000002,2026-08-12,2026-08-12 11:48:25,45,37,급감속,전라남도 광양시 금호동 803(131m 범위),전라남도 광양시 금호동 포스코플로우(293m ↘),27.7,공차
SB-000002,2026-08-12,2026-08-12 11:48:29,231,37,급출발,전라남도 광양시 금호동 803(132m 범위),전라남도 광양시 금호동 우리은행365(292m ↘),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:48:31,89,37,급감속,전라남도 광양시 금호동 803(132m 범위),전라남도 광양시 금호동 우리은행365(292m ↘),27.6,공차
SB-000002,2026-08-12,2026-08-12 11:48:55,0,37,DTG 데이터,전라남도 광양시 금호동 803(132m 범위),전라남도 광양시 금호동 우리은행365(291m ↘),28,공차
SB-000002,2026-08-12,2026-08-12 11:49:06,126,37,급가속,전라남도 광양시 금호동 803(127m 범위),전라남도 광양시 금호동 포스코플로우(293m ↘),28,공차
SB-000002,2026-08-12,2026-08-12 11:49:09,3,37,급정지,전라남도 광양시 금호동 803(126m 범위),전라남도 광양시 금호동 우리은행365(294m ↘),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:50:54,0,37,DTG 데이터,전라남도 광양시 금호동 803(109m 범위),전라남도 광양시 금호동 우리은행365(309m ↘),27.9,공차
SB-000002,2026-08-12,2026-08-12 11:52:33,0,37,Key Off,전라남도 광양시 금호동 803(99m 범위),전라남도 광양시 금호동 우리은행365(328m ↘),26.1,공차
SB-000002,2026-08-12,2026-08-12 11:53:11,0,37,Key On,전라남도 광양시 금호동 803(99m 범위),전라남도 광양시 금호동 포스코플로우(328m ↘),22.2,공차
SB-000002,2026-08-12,2026-08-12 11:54:55,38,37,DTG 데이터,전라남도 광양시 금호동 662(44m 범위),전라남도 광양시 금호동 피엠에스(153m ↘),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:55:31,94,38,급가속,전라남도 광양시 금호동 642-1(168m 범위),전라남도 광양시 금호동 피엠에스(467m →),27.8,공차
SB-000002,2026-08-12,2026-08-12 11:55:33,12,38,급감속,전라남도 광양시 금호동 642-1(168m 범위),전라남도 광양시 금호동 피엠에스(467m →),28.2,공차
SB-000002,2026-08-12,2026-08-12 11:56:54,38,38,DTG 데이터,주변에 검색된 지번이 없습니다,주변에 특정건물이 없습니다,28.1,공차
SB-000002,2026-08-12,2026-08-12 11:58:54,35,39,DTG 데이터,전라남도 광양시 금호동 663(247m 범위),전라남도 광양시 금호동 포스코광양제철소(473m ↗),28,공차
SB-000002,2026-08-12,2026-08-12 12:00:28,71,40,급가속,전라남도 광양시 금호동 791(234m 범위),전라남도 광양시 금호동 2문(140m ↓),27.8,공차
SB-000002,2026-08-12,2026-08-12 12:00:54,19,40,DTG 데이터,전라남도 광양시 금호동 791(190m 범위),전라남도 광양시 금호동 2문(85m ↓),28,공차
SB-000002,2026-08-12,2026-08-12 12:02:55,57,41,DTG 데이터,전라남도 광양시 태인동 1736-2(64m 범위),전라남도 광양시 태인동 동원로엑스(22m ↖),28,공차
SB-000002,2026-08-12,2026-08-12 12:04:55,31,43,DTG 데이터,전라남도 광양시 태인동 1711(46m 범위),전라남도 광양시 태인동 에어릭스(82m ↓),27.8,공차
SB-000002,2026-08-12,2026-08-12 12:06:55,14,44,DTG 데이터,전라남도 광양시 태인동 1714(44m 범위),전라남도 광양시 태인동 엔시스(82m ↗),28.1,공차
SB-000002,2026-08-12,2026-08-12 12:07:12,0,44,Key Off,전라남도 광양시 태인동 1714(51m 범위),전라남도 광양시 태인동 엔시스(72m ↗),26.2,공차
SB-000002,2026-08-12,2026-08-12 12:08:36,0,44,Key On,전라남도 광양시 태인동 1714(51m 범위),전라남도 광양시 태인동 엔시스(72m ↗),25.8,공차
SB-000002,2026-08-12,2026-08-12 12:08:55,0,44,DTG 데이터,전라남도 광양시 태인동 1714(62m 범위),전라남도 광양시 태인동 엔시스(69m ↑),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:10:55,0,44,DTG 데이터,전라남도 광양시 태인동 1714(54m 범위),전라남도 광양시 태인동 엔시스(78m ↗),25.6,공차
SB-000002,2026-08-12,2026-08-12 12:12:54,0,44,DTG 데이터,전라남도 광양시 태인동 1714(55m 범위),전라남도 광양시 태인동 엔시스(73m ↑),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:13:44,0,44,공회전감지,전라남도 광양시 태인동 1714(59m 범위),전라남도 광양시 태인동 엔시스(76m ↑),28.3,공차
SB-000002,2026-08-12,2026-08-12 12:14:54,0,44,DTG 데이터,전라남도 광양시 태인동 1714(60m 범위),전라남도 광양시 태인동 엔시스(76m ↑),27.6,공차
SB-000002,2026-08-12,2026-08-12 12:16:54,0,44,DTG 데이터,전라남도 광양시 태인동 1714(56m 범위),전라남도 광양시 태인동 엔시스(73m ↑),28.1,공차
SB-000002,2026-08-12,2026-08-12 12:18:44,0,44,공회전유지,전라남도 광양시 태인동 1714(50m 범위),전라남도 광양시 태인동 엔시스(74m ↗),27.4,공차
SB-000002,2026-08-12,2026-08-12 12:18:54,0,44,DTG 데이터,전라남도 광양시 태인동 1714(51m 범위),전라남도 광양시 태인동 엔시스(75m ↗),28.4,공차
SB-000002,2026-08-12,2026-08-12 12:20:55,0,44,DTG 데이터,전라남도 광양시 태인동 1714(53m 범위),전라남도 광양시 태인동 엔시스(75m ↗),28.1,공차
SB-000002,2026-08-12,2026-08-12 12:22:55,0,44,DTG 데이터,전라남도 광양시 태인동 1714(50m 범위),전라남도 광양시 태인동 엔시스(73m ↗),27.8,공차
SB-000002,2026-08-12,2026-08-12 12:23:45,0,44,공회전유지,전라남도 광양시 태인동 1714(54m 범위),전라남도 광양시 태인동 엔시스(70m ↑),27.6,공차
SB-000002,2026-08-12,2026-08-12 12:24:55,0,44,DTG 데이터,전라남도 광양시 태인동 1714(70m 범위),전라남도 광양시 태인동 엔시스(73m ↑),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:26:54,0,44,DTG 데이터,전라남도 광양시 태인동 1714(74m 범위),전라남도 광양시 태인동 엔시스(85m ↑),28.4,공차
SB-000002,2026-08-12,2026-08-12 12:28:44,0,44,공회전유지,전라남도 광양시 태인동 1714(78m 범위),전라남도 광양시 태인동 엔시스(79m ↑),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:28:51,4,44,공회전종료,전라남도 광양시 태인동 1688(77m 범위),전라남도 광양시 태인동 엔시스(79m ↑),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:28:54,3,44,DTG 데이터,전라남도 광양시 태인동 1688(77m 범위),전라남도 광양시 태인동 엔시스(79m ↑),27.8,공차
SB-000002,2026-08-12,2026-08-12 12:30:45,130,44,급가속,전라남도 광양시 태인동 1688(87m 범위),전라남도 광양시 태인동 엔시스(90m ↑),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:30:48,6,44,급감속,전라남도 광양시 태인동 1688(88m 범위),전라남도 광양시 태인동 엔시스(90m ↑),27.6,공차
SB-000002,2026-08-12,2026-08-12 12:30:54,0,44,DTG 데이터,전라남도 광양시 태인동 1688(94m 범위),전라남도 광양시 태인동 엔시스(97m ↑),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:32:54,0,44,DTG 데이터,전라남도 광양시 태인동 1714(124m 범위),전라남도 광양시 태인동 엔시스(133m ↑),27.4,공차
SB-000002,2026-08-12,2026-08-12 12:33:10,16,44,급감속,전라남도 광양시 태인동 1714(132m 범위),전라남도 광양시 태인동 엔시스(150m ↑),28.1,공차
SB-000002,2026-08-12,2026-08-12 12:34:15,231,44,급출발,전라남도 광양시 태인동 1714(152m 범위),전라남도 광양시 태인동 동아스틸광양(162m ←),27.5,공차
SB-000002,2026-08-12,2026-08-12 12:34:18,132,44,급가속,전라남도 광양시 태인동 1714(155m 범위),전라남도 광양시 태인동 동아스틸광양(164m ←),27.5,공차
SB-000002,2026-08-12,2026-08-12 12:34:18,119,44,급감속,전라남도 광양시 태인동 1714(154m 범위),전라남도 광양시 태인동 동아스틸광양(164m ←),27.8,공차
SB-000002,2026-08-12,2026-08-12 12:34:20,0,44,급정지,전라남도 광양시 태인동 1714(156m 범위),전라남도 광양시 태인동 동아스틸광양(165m ←),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:34:55,15,44,DTG 데이터,전라남도 광양시 태인동 1745(161m 범위),전라남도 광양시 태인동 삼현철강(148m ↓),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:36:55,0,44,DTG 데이터,전라남도 광양시 태인동 1694(89m 범위),전라남도 광양시 태인동 대주기업(66m ↖),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:38:55,5,45,DTG 데이터,전라남도 광양시 태인동 28-226(15m 범위),전라남도 광양시 태인동 동산운수(34m ↙),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:40:55,12,46,DTG 데이터,전라남도 광양시 태인동 1656-1(69m 범위),전라남도 광양시 태인동 심팩메탈로이(79m ↖),28.1,공차
SB-000002,2026-08-12,2026-08-12 12:40:59,134,46,급출발,전라남도 광양시 태인동 1656-1(70m 범위),전라남도 광양시 태인동 심팩메탈로이(81m ↖),27.5,공차
SB-000002,2026-08-12,2026-08-12 12:41:01,5,46,급정지,전라남도 광양시 태인동 1656-1(71m 범위),전라남도 광양시 태인동 심팩메탈로이(82m ↖),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:42:55,52,47,DTG 데이터,전라남도 광양시 태인동 1736-2(42m 범위),전라남도 광양시 태인동 동화레미콘(38m ↑),28,공차
SB-000002,2026-08-12,2026-08-12 12:44:23,231,47,급출발,전라남도 광양시 금호동 791(12m 범위),전라남도 광양시 금호동 태인교삼거리(28m ↑),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:44:25,73,47,급감속,전라남도 광양시 금호동 791(11m 범위),전라남도 광양시 금호동 태인교삼거리(27m ↑),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:44:25,151,47,급감속,전라남도 광양시 금호동 791(11m 범위),전라남도 광양시 금호동 태인교삼거리(27m ↑),27.6,공차
SB-000002,2026-08-12,2026-08-12 12:44:45,231,47,급출발,전라남도 광양시 금호동 791(9m 범위),전라남도 광양시 금호동 태인교삼거리(25m ↖),28.1,공차
SB-000002,2026-08-12,2026-08-12 12:44:47,132,47,급감속,전라남도 광양시 금호동 791(9m 범위),전라남도 광양시 금호동 태인교삼거리(24m ↖),27.8,공차
SB-000002,2026-08-12,2026-08-12 12:44:49,0,47,급정지,전라남도 광양시 금호동 791(8m 범위),전라남도 광양시 금호동 태인교삼거리(24m ↖),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:44:54,0,47,DTG 데이터,전라남도 광양시 금호동 791(8m 범위),전라남도 광양시 금호동 태인교삼거리(23m ↖),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:44:57,30,47,급감속,전라남도 광양시 금호동 791(7m 범위),전라남도 광양시 금호동 태인교삼거리(23m ↖),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:44:57,231,47,급출발,전라남도 광양시 금호동 791(7m 범위),전라남도 광양시 금호동 태인교삼거리(23m ↖),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:44:59,111,47,급가속,전라남도 광양시 금호동 791(7m 범위),전라남도 광양시 금호동 태인교삼거리(22m ↖),27.8,공차
SB-000002,2026-08-12,2026-08-12 12:45:00,0,47,급정지,전라남도 광양시 금호동 791(7m 범위),전라남도 광양시 금호동 태인교삼거리(23m ↖),28,공차
SB-000002,2026-08-12,2026-08-12 12:46:54,9,48,DTG 데이터,전라남도 광양시 금호동 791(181m 범위),전라남도 광양시 금호동 2문(51m ↓),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:48:54,0,49,DTG 데이터,전라남도 광양시 금호동 658(106m 범위),전라남도 광양시 금호동 정문(189m ↘),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:50:54,0,49,DTG 데이터,전라남도 광양시 금호동 658(103m 범위),전라남도 광양시 금호동 정문(187m ↘),27.8,공차
SB-000002,2026-08-12,2026-08-12 12:52:55,0,49,DTG 데이터,전라남도 광양시 금호동 658(98m 범위),전라남도 광양시 금호동 정문(192m ↘),28.2,공차
SB-000002,2026-08-12,2026-08-12 12:53:53,0,49,공회전감지,전라남도 광양시 금호동 658(93m 범위),전라남도 광양시 금호동 정문(188m ↘),28.3,공차
SB-000002,2026-08-12,2026-08-12 12:54:55,0,49,DTG 데이터,전라남도 광양시 금호동 658(94m 범위),전라남도 광양시 금호동 정문(187m ↘),28.2,공차
SB-000002,2026-08-12,2026-08-12 12:55:03,6,49,공회전종료,전라남도 광양시 금호동 658(88m 범위),전라남도 광양시 금호동 정문(184m ↘),28,공차
SB-000002,2026-08-12,2026-08-12 12:56:55,19,50,DTG 데이터,전라남도 광양시 금호동 636(277m 범위),전라남도 광양시 금호동 광일엔지니어링(404m ↑),28.2,공차
SB-000002,2026-08-12,2026-08-12 12:57:28,241,50,급가속,전라남도 광양시 금호동 636(379m 범위),전라남도 광양시 금호동 포렌(295m ↖),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:57:30,65,50,급감속,전라남도 광양시 금호동 636(380m 범위),전라남도 광양시 금호동 광일엔지니어링(293m ↖),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:57:43,100,50,급출발,전라남도 광양시 금호동 636(397m 범위),전라남도 광양시 금호동 포렌(279m ↖),27.3,공차
SB-000002,2026-08-12,2026-08-12 12:57:43,213,50,급감속,전라남도 광양시 금호동 636(398m 범위),전라남도 광양시 금호동 광일엔지니어링(280m ↖),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:57:43,192,50,급가속,전라남도 광양시 금호동 636(401m 범위),전라남도 광양시 금호동 포렌(279m ↖),27.7,공차
SB-000002,2026-08-12,2026-08-12 12:57:43,231,50,급가속,전라남도 광양시 금호동 636(398m 범위),전라남도 광양시 금호동 광일엔지니어링(280m ↖),27.9,공차
SB-000002,2026-08-12,2026-08-12 12:57:43,45,50,급감속,전라남도 광양시 금호동 636(399m 범위),전라남도 광양시 금호동 광일엔지니어링(279m ↖),28.2,공차
SB-000002,2026-08-12,2026-08-12 12:57:46,0,50,급정지,전라남도 광양시 금호동 636(404m 범위),전라남도 광양시 금호동 광일엔지니어링(277m ↖),28,공차
SB-000002,2026-08-12,2026-08-12 12:57:46,130,50,급감속,전라남도 광양시 금호동 636(403m 범위),전라남도 광양시 금호동 포렌(278m ↖),28.4,공차
SB-000002,2026-08-12,2026-08-12 12:57:57,0,50,Key Off,전라남도 광양시 금호동 636(415m 범위),전라남도 광양시 금호동 포렌(265m ↖),25.6,공차
SB-000002,2026-08-12,2026-08-12 13:02:02,0,50,Key On,전라남도 광양시 금호동 636(415m 범위),전라남도 광양시 금호동 광일엔지니어링(265m ↖),22.3,공차
SB-000002,2026-08-12,2026-08-12 13:02:54,0,50,DTG 데이터,전라남도 광양시 금호동 636(462m 범위),전라남도 광양시 금호동 광일엔지니어링(221m ↖),28.3,공차
SB-000002,2026-08-12,2026-08-12 13:04:54,0,50,DTG 데이터,전라남도 광양시 금호동 636(450m 범위),전라남도 광양시 금호동 포렌(245m ↖),28.1,공차
SB-000002,2026-08-12,2026-08-12 13:06:54,7,50,DTG 데이터,전라남도 광양시 금호동 636(461m 범위),전라남도 광양시 금호동 광일엔지니어링(247m ↖),28,공차
SB-000002,2026-08-12,2026-08-12 13:08:54,40,51,DTG 데이터,전라남도 광양시 금호동 657(9m 범위),주변에 특정 건물이 없습니다,28.1,공차
SB-000002,2026-08-12,2026-08-12 13:10:55,19,52,DTG 데이터,전라남도 광양시 금호동 634(67m 범위),전라남도 광양시 금호동 광양제품부두점(158m ↗),28.1,공차
SB-000002,2026-08-12,2026-08-12 13:12:46,29,53,급가속,전라남도 광양시 금호동 803(105m 범위),전라남도 광양시 금호동 우리은행365(312m ↘),27.6,공차
SB-000002,2026-08-12,2026-08-12 13:12:48,15,53,급감속,전라남도 광양시 금호동 803(104m 범위),전라남도 광양시 금호동 우리은행365(314m ↘),28.1,공차
SB-000002,2026-08-12,2026-08-12 13:12:55,5,53,DTG 데이터,전라남도 광양시 금호동 803(99m 범위),전라남도 광양시 금호동 우리은행365(319m ↘),27.6,공차
SB-000002,2026-08-12,2026-08-12 13:13:14,0,53,Key Off,전라남도 광양시 금호동 803(90m 범위),전라남도 광양시 금호동 우리은행365(329m ↘),25.6,공차
SB-000002,2026-08-12,2026-08-12 13:14:04,0,53,Key On,전라남도 광양시 금호동 803(90m 범위),전라남도 광양시 금호동 우리은행365(329m ↘),25.6,공차
SB-000002,2026-08-12,2026-08-12 13:14:55,28,53,DTG 데이터,전라남도 광양시 금호동 642(65m 범위),전라남도 광양시 금호동 피엠에스(386m ←),28,공차
SB-000002,2026-08-12,2026-08-12 13:16:55,28,54,DTG 데이터,전라남도 광양시 금호동 642-1(228m 범위),전라남도 광양시 금호동 피엠에스(491m →),27.7,공차
