event_id,vehicle_id,trip_id,leg_id,ts,lat,lon,event_type
TRIP-GLV-T01-01-L2-E213,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:40:31.847Z,35.36665,128.94794,decel
TRIP-GLV-T01-01-L2-E214,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:41:17.067Z,35.36447,128.94673,decel
TRIP-GLV-T01-01-L2-E215,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:42:02.287Z,35.36229,128.94553,decel
TRIP-GLV-T01-01-L2-E216,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:42:47.507Z,35.36011,128.94432,decel
TRIP-GLV-T01-01-L2-E217,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:43:32.727Z,35.35794,128.94312,decel
TRIP-GLV-T01-01-L2-E218,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:44:17.947Z,35.35576,128.94191,decel
TRIP-GLV-T01-01-L2-E219,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:45:03.167Z,35.35358,128.94071,decel
TRIP-GLV-T01-01-L2-E220,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:45:48.387Z,35.35140,128.93950,decel
TRIP-GLV-T01-01-L2-E221,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:46:33.607Z,35.34923,128.93830,decel
TRIP-GLV-T01-01-L2-E222,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:47:18.826Z,35.34705,128.93709,decel
TRIP-GLV-T01-01-L2-E223,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:48:04.046Z,35.34487,128.93589,decel
TRIP-GLV-T01-01-L2-E224,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:48:49.266Z,35.34269,128.93468,decel
TRIP-GLV-T01-01-L2-E225,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:49:34.486Z,35.34051,128.93348,decel
TRIP-GLV-T01-01-L2-E226,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:50:19.706Z,35.33834,128.93227,decel
TRIP-GLV-T01-01-L2-E227,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:51:04.926Z,35.33616,128.93107,decel
TRIP-GLV-T01-01-L2-E228,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:51:50.146Z,35.33398,128.92986,decel
TRIP-GLV-T01-01-L2-E229,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:52:35.366Z,35.33180,128.92866,decel
TRIP-GLV-T01-01-L2-E230,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:53:20.586Z,35.32963,128.92745,decel
TRIP-GLV-T01-01-L2-E231,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:54:05.806Z,35.32745,128.92625,decel
TRIP-GLV-T01-01-L2-E232,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:54:51.026Z,35.32527,128.92504,decel
TRIP-GLV-T01-01-L2-E233,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:55:36.246Z,35.32309,128.92384,decel
TRIP-GLV-T01-01-L2-E234,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:56:21.466Z,35.32092,128.92263,decel
TRIP-GLV-T01-01-L2-E235,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:57:06.686Z,35.31874,128.92143,decel
TRIP-GLV-T01-01-L2-E236,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:57:51.906Z,35.31656,128.92022,decel
TRIP-GLV-T01-01-L2-E237,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:58:37.126Z,35.31438,128.91902,decel
TRIP-GLV-T01-01-L2-E238,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T03:59:22.346Z,35.31220,128.91781,decel
TRIP-GLV-T01-01-L2-E239,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:00:07.565Z,35.31003,128.91661,decel
TRIP-GLV-T01-01-L2-E240,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:00:52.785Z,35.30785,128.91540,decel
TRIP-GLV-T01-01-L2-E241,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:01:38.005Z,35.30567,128.91420,decel
TRIP-GLV-T01-01-L2-E242,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:02:23.225Z,35.30349,128.91299,decel
TRIP-GLV-T01-01-L2-E243,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:03:08.445Z,35.30132,128.91179,decel
TRIP-GLV-T01-01-L2-E244,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:03:53.665Z,35.29914,128.91058,decel
TRIP-GLV-T01-01-L2-E245,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:04:38.885Z,35.29696,128.90938,decel
TRIP-GLV-T01-01-L2-E246,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:05:24.105Z,35.29478,128.90817,decel
TRIP-GLV-T01-01-L2-E247,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:06:09.325Z,35.29260,128.90697,decel
TRIP-GLV-T01-01-L2-E248,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:06:54.545Z,35.29043,128.90576,decel
TRIP-GLV-T01-01-L2-E249,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:07:39.765Z,35.28825,128.90456,decel
TRIP-GLV-T01-01-L2-E250,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:08:24.985Z,35.28607,128.90335,decel
TRIP-GLV-T01-01-L2-E251,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:09:10.205Z,35.28389,128.90215,decel
TRIP-GLV-T01-01-L2-E252,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:09:55.425Z,35.28172,128.90094,decel
TRIP-GLV-T01-01-L2-E253,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:10:40.645Z,35.27954,128.89974,decel
TRIP-GLV-T01-01-L2-E254,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:11:25.865Z,35.27736,128.89853,decel
TRIP-GLV-T01-01-L2-E255,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:12:11.085Z,35.27518,128.89733,decel
TRIP-GLV-T01-01-L2-E256,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:12:56.304Z,35.27301,128.89612,decel
TRIP-GLV-T01-01-L2-E257,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:13:41.524Z,35.27083,128.89492,decel
TRIP-GLV-T01-01-L2-E258,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:14:26.744Z,35.26865,128.89371,decel
TRIP-GLV-T01-01-L2-E259,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:15:11.964Z,35.26647,128.89251,decel
TRIP-GLV-T01-01-L2-E260,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:15:57.184Z,35.26429,128.89130,decel
TRIP-GLV-T01-01-L2-E261,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:16:42.404Z,35.26212,128.89010,decel
TRIP-GLV-T01-01-L2-E262,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:17:27.624Z,35.25994,128.88889,decel
TRIP-GLV-T01-01-L2-E263,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:18:12.844Z,35.25776,128.88769,decel
TRIP-GLV-T01-01-L2-E264,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:18:58.064Z,35.25558,128.88648,decel
TRIP-GLV-T01-01-L2-E265,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:19:43.284Z,35.25341,128.88528,decel
TRIP-GLV-T01-01-L2-E266,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:20:28.504Z,35.25123,128.88407,decel
TRIP-GLV-T01-01-L2-E267,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:21:13.724Z,35.24905,128.88287,decel
TRIP-GLV-T01-01-L2-E268,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:21:58.944Z,35.24687,128.88166,decel
TRIP-GLV-T01-01-L2-E269,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:22:44.164Z,35.24470,128.88046,decel
TRIP-GLV-T01-01-L2-E270,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:23:29.384Z,35.24252,128.87925,decel
TRIP-GLV-T01-01-L2-E271,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:24:14.604Z,35.24034,128.87805,decel
TRIP-GLV-T01-01-L2-E272,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:24:59.824Z,35.23816,128.87684,decel
TRIP-GLV-T01-01-L2-E273,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:25:45.043Z,35.23598,128.87564,decel
TRIP-GLV-T01-01-L2-E274,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:26:30.263Z,35.23381,128.87443,decel
TRIP-GLV-T01-01-L2-E275,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:27:15.483Z,35.23163,128.87323,decel
TRIP-GLV-T01-01-L2-E276,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:28:00.703Z,35.22945,128.87202,stop
TRIP-GLV-T01-01-L2-E277,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:28:45.923Z,35.22727,128.87082,stop
TRIP-GLV-T01-01-L2-E278,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:29:31.143Z,35.22510,128.86961,stop
TRIP-GLV-T01-01-L2-E279,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:30:16.363Z,35.22292,128.86841,stop
TRIP-GLV-T01-01-L2-E280,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:31:01.583Z,35.22074,128.86720,stop
TRIP-GLV-T01-01-L2-E281,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:31:46.803Z,35.21856,128.86600,stop
TRIP-GLV-T01-01-L2-E282,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:32:32.023Z,35.21639,128.86479,stop
TRIP-GLV-T01-01-L2-E283,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:33:17.243Z,35.21421,128.86359,stop
TRIP-GLV-T01-01-L2-E284,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:34:02.463Z,35.21203,128.86238,stop
TRIP-GLV-T01-01-L2-E285,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:34:47.683Z,35.20985,128.86118,stop
TRIP-GLV-T01-01-L2-E286,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:35:32.903Z,35.20767,128.85997,stop
TRIP-GLV-T01-01-L2-E287,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:36:18.123Z,35.20550,128.85877,stop
TRIP-GLV-T01-01-L2-E288,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:37:03.343Z,35.20332,128.85756,stop
TRIP-GLV-T01-01-L2-E289,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:37:48.563Z,35.20114,128.85636,stop
TRIP-GLV-T01-01-L2-E290,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:38:33.782Z,35.19896,128.85515,stop
TRIP-GLV-T01-01-L2-E291,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:39:19.002Z,35.19679,128.85395,stop
TRIP-GLV-T01-01-L2-E292,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:40:04.222Z,35.19461,128.85274,stop
TRIP-GLV-T01-01-L2-E293,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:40:49.442Z,35.19243,128.85154,stop
TRIP-GLV-T01-01-L2-E294,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:41:34.662Z,35.19025,128.85033,stop
TRIP-GLV-T01-01-L2-E295,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:42:19.882Z,35.18807,128.84913,stop
TRIP-GLV-T01-01-L2-E296,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:43:05.102Z,35.18590,128.84792,stop
TRIP-GLV-T01-01-L2-E297,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:43:50.322Z,35.18372,128.84672,stop
TRIP-GLV-T01-01-L2-E298,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:44:35.542Z,35.18154,128.84551,stop
TRIP-GLV-T01-01-L2-E299,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:45:20.762Z,35.17936,128.84431,stop
TRIP-GLV-T01-01-L2-E300,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:46:05.982Z,35.17719,128.84310,stop
TRIP-GLV-T01-01-L2-E301,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:46:51.202Z,35.17501,128.84190,stop
TRIP-GLV-T01-01-L2-E302,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:47:36.422Z,35.17283,128.84069,stop
TRIP-GLV-T01-01-L2-E303,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:48:21.642Z,35.17065,128.83949,stop
TRIP-GLV-T01-01-L2-E304,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:49:06.862Z,35.16848,128.83828,stop
TRIP-GLV-T01-01-L2-E305,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:49:52.082Z,35.16630,128.83708,stop
TRIP-GLV-T01-01-L2-E306,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:50:37.302Z,35.16412,128.83587,stop
TRIP-GLV-T01-01-L2-E307,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:51:22.521Z,35.16194,128.83467,stop
TRIP-GLV-T01-01-L2-E308,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:52:07.741Z,35.15976,128.83346,stop
TRIP-GLV-T01-01-L2-E309,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:52:52.961Z,35.15759,128.83226,stop
TRIP-GLV-T01-01-L2-E310,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:53:38.181Z,35.15541,128.83105,stop
TRIP-GLV-T01-01-L2-E311,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:54:23.401Z,35.15323,128.82985,stop
TRIP-GLV-T01-01-L2-E312,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:55:08.621Z,35.15105,128.82864,stop
TRIP-GLV-T01-01-L2-E313,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:55:53.841Z,35.14888,128.82744,stop
TRIP-GLV-T01-01-L2-E314,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:56:39.061Z,35.14670,128.82623,stop
TRIP-GLV-T01-01-L2-E315,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:57:24.281Z,35.14452,128.82503,stop
TRIP-GLV-T01-01-L2-E316,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:58:09.501Z,35.14234,128.82382,stop
TRIP-GLV-T01-01-L2-E317,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:58:54.721Z,35.14017,128.82262,stop
TRIP-GLV-T01-01-L2-E318,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T04:59:39.941Z,35.13799,128.82141,stop
TRIP-GLV-T01-01-L2-E319,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:00:25.161Z,35.13581,128.82021,stop
TRIP-GLV-T01-01-L2-E320,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:01:10.381Z,35.13363,128.81900,stop
TRIP-GLV-T01-01-L2-E321,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:01:55.601Z,35.13145,128.81780,stop
TRIP-GLV-T01-01-L2-E322,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:02:40.821Z,35.12928,128.81659,stop
TRIP-GLV-T01-01-L2-E323,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:03:26.041Z,35.12710,128.81539,stop
TRIP-GLV-T01-01-L2-E324,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:04:11.260Z,35.12492,128.81418,stop
TRIP-GLV-T01-01-L2-E325,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:04:56.480Z,35.12274,128.81298,stop
TRIP-GLV-T01-01-L2-E326,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:05:41.700Z,35.12057,128.81177,stop
TRIP-GLV-T01-01-L2-E327,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:06:26.920Z,35.11839,128.81057,stop
TRIP-GLV-T01-01-L2-E328,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:07:12.140Z,35.11621,128.80936,stop
TRIP-GLV-T01-01-L2-E329,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:07:57.360Z,35.11403,128.80816,stop
TRIP-GLV-T01-01-L2-E330,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:08:42.580Z,35.11185,128.80695,stop
TRIP-GLV-T01-01-L2-E331,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:09:27.800Z,35.10968,128.80575,stop
TRIP-GLV-T01-01-L2-E332,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:10:13.020Z,35.10750,128.80454,stop
TRIP-GLV-T01-01-L2-E333,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:10:58.240Z,35.10532,128.80334,stop
TRIP-GLV-T01-01-L2-E334,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:11:43.460Z,35.10314,128.80213,stop
TRIP-GLV-T01-01-L2-E335,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:12:28.680Z,35.10097,128.80093,stop
TRIP-GLV-T01-01-L2-E336,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:13:13.900Z,35.09879,128.79972,stop
TRIP-GLV-T01-01-L2-E337,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:13:59.120Z,35.09661,128.79852,stop
TRIP-GLV-T01-01-L2-E338,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:14:44.340Z,35.09443,128.79731,stop
TRIP-GLV-T01-01-L2-E339,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:15:29.560Z,35.09226,128.79611,stop
TRIP-GLV-T01-01-L2-E340,GLV-T01,TRIP-GLV-T01-01,TRIP-GLV-T01-01-L2,2026-08-01T05:16:14.780Z,35.09008,128.79490,stop
TRIP-GLV-T02-01-L1-E1,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:00:47.848Z,35.09103,128.79543,accel
TRIP-GLV-T02-01-L1-E2,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:01:35.696Z,35.09417,128.79717,accel
TRIP-GLV-T02-01-L1-E3,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:02:23.544Z,35.09730,128.79890,accel
TRIP-GLV-T02-01-L1-E4,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:03:11.392Z,35.10043,128.80064,accel
TRIP-GLV-T02-01-L1-E5,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:03:59.240Z,35.10357,128.80237,accel
TRIP-GLV-T02-01-L1-E6,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:04:47.088Z,35.10670,128.80410,accel
TRIP-GLV-T02-01-L1-E7,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:05:34.936Z,35.10983,128.80584,accel
TRIP-GLV-T02-01-L1-E8,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:06:22.784Z,35.11297,128.80757,accel
TRIP-GLV-T02-01-L1-E9,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:07:10.632Z,35.11610,128.80930,accel
TRIP-GLV-T02-01-L1-E10,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:07:58.481Z,35.11923,128.81104,accel
TRIP-GLV-T02-01-L1-E11,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:08:46.329Z,35.12237,128.81277,accel
TRIP-GLV-T02-01-L1-E12,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:09:34.177Z,35.12550,128.81451,accel
TRIP-GLV-T02-01-L1-E13,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:10:22.025Z,35.12863,128.81624,accel
TRIP-GLV-T02-01-L1-E14,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:11:09.873Z,35.13177,128.81797,accel
TRIP-GLV-T02-01-L1-E15,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:11:57.721Z,35.13490,128.81971,accel
TRIP-GLV-T02-01-L1-E16,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:12:45.569Z,35.13803,128.82144,accel
TRIP-GLV-T02-01-L1-E17,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:13:33.417Z,35.14117,128.82317,accel
TRIP-GLV-T02-01-L1-E18,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:14:21.265Z,35.14430,128.82491,accel
TRIP-GLV-T02-01-L1-E19,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:15:09.113Z,35.14743,128.82664,accel
TRIP-GLV-T02-01-L1-E20,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:15:56.962Z,35.15057,128.82838,accel
TRIP-GLV-T02-01-L1-E21,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:16:44.810Z,35.15370,128.83011,accel
TRIP-GLV-T02-01-L1-E22,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:17:32.658Z,35.15683,128.83184,accel
TRIP-GLV-T02-01-L1-E23,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:18:20.506Z,35.15997,128.83358,accel
TRIP-GLV-T02-01-L1-E24,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:19:08.354Z,35.16310,128.83531,accel
TRIP-GLV-T02-01-L1-E25,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:19:56.202Z,35.16623,128.83704,accel
TRIP-GLV-T02-01-L1-E26,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:20:44.050Z,35.16937,128.83878,accel
TRIP-GLV-T02-01-L1-E27,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:21:31.898Z,35.17250,128.84051,accel
TRIP-GLV-T02-01-L1-E28,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:22:19.746Z,35.17563,128.84225,accel
TRIP-GLV-T02-01-L1-E29,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:23:07.594Z,35.17877,128.84398,accel
TRIP-GLV-T02-01-L1-E30,GLV-T02,TRIP-GLV-T02-01,TRIP-GLV-T02-01-L1,2026-07-31T21:23:55.443Z,35.18190,128.84571,accel
