vehicle_id,trip_id,ts,lat,lon,speed_kmh,rpm,odo_km,laden,gps_status
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:20:00.000Z,35.67713,129.11974,61,1500,793.47,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:22:00.000Z,35.67886,129.12069,62,1500,795.80,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:24:00.000Z,35.68059,129.12165,63,1500,798.13,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:26:00.000Z,35.68233,129.12261,64,1500,800.47,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:28:00.000Z,35.68406,129.12357,66,1500,802.80,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:30:00.000Z,35.68579,129.12453,67,1500,805.13,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:32:00.000Z,35.68753,129.12549,69,1500,807.47,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:34:00.000Z,35.68926,129.12645,70,1500,809.80,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:36:00.000Z,35.69099,129.12741,72,1500,812.14,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:38:00.000Z,35.69272,129.12837,73,1500,814.47,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:40:00.000Z,35.69446,129.12932,74,1500,816.80,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:42:00.000Z,35.69619,129.13028,75,1500,819.14,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:44:00.000Z,35.69792,129.13124,76,1500,821.47,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:46:00.000Z,35.69966,129.13220,76,1500,823.80,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:48:00.000Z,35.70139,129.13316,76,1500,826.14,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:50:00.000Z,35.70312,129.13412,76,1500,828.47,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:52:00.000Z,35.70486,129.13508,75,1500,830.81,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:54:00.000Z,35.70659,129.13604,74,1500,833.14,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:56:00.000Z,35.70832,129.13700,73,1500,835.47,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T08:58:00.000Z,35.71005,129.13795,72,1500,837.81,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:00:00.000Z,35.71179,129.13891,70,1500,840.14,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:02:00.000Z,35.71352,129.13987,68,1500,842.47,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:04:00.000Z,35.71525,129.14083,67,1500,844.81,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:06:00.000Z,35.71699,129.14179,65,1500,847.14,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:08:00.000Z,35.71872,129.14275,64,1500,849.47,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:10:00.000Z,35.72045,129.14371,63,1500,851.81,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:12:00.000Z,35.72219,129.14467,62,1500,854.14,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:14:00.000Z,35.72392,129.14563,61,1500,856.48,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:16:00.000Z,35.72565,129.14658,60,1500,858.81,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:18:00.000Z,35.72739,129.14754,60,1500,861.14,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:20:00.000Z,35.72912,129.14850,60,1500,863.48,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:22:00.000Z,35.73085,129.14946,61,1500,865.81,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:24:00.000Z,35.73258,129.15042,61,1500,868.14,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:26:00.000Z,35.73432,129.15138,62,1500,870.48,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:28:00.000Z,35.73605,129.15234,63,1500,872.81,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:30:00.000Z,35.73778,129.15330,65,1500,875.15,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:32:00.000Z,35.73952,129.15426,66,1500,877.48,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:34:00.000Z,35.74125,129.15522,68,1500,879.81,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:36:00.000Z,35.74298,129.15617,70,1500,882.15,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:38:00.000Z,35.74472,129.15713,71,1500,884.48,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:40:00.000Z,35.74645,129.15809,73,1500,886.81,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:42:00.000Z,35.74818,129.15905,74,1500,889.15,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:44:00.000Z,35.74991,129.16001,75,1500,891.48,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:46:00.000Z,35.75165,129.16097,75,1500,893.82,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:48:00.000Z,35.75338,129.16193,76,1500,896.15,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:50:00.000Z,35.75511,129.16289,76,1500,898.48,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:52:00.000Z,35.75685,129.16385,76,1500,900.82,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:54:00.000Z,35.75858,129.16480,75,1500,903.15,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:56:00.000Z,35.76031,129.16576,74,1500,905.48,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T09:58:00.000Z,35.76205,129.16672,73,1500,907.82,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:00:00.000Z,35.76378,129.16768,72,1500,910.15,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:02:00.000Z,35.76551,129.16864,71,1500,912.49,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:04:00.000Z,35.76724,129.16960,69,1500,914.82,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:06:00.000Z,35.76898,129.17056,68,1500,917.15,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:08:00.000Z,35.77071,129.17152,66,1500,919.49,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:10:00.000Z,35.77244,129.17248,64,1500,921.82,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:12:00.000Z,35.77418,129.17343,63,1500,924.15,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:14:00.000Z,35.77591,129.17439,62,1500,926.49,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:16:00.000Z,35.77764,129.17535,61,1500,928.82,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:18:00.000Z,35.77938,129.17631,60,1500,931.16,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:20:00.000Z,35.78111,129.17727,60,1500,933.49,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:22:00.000Z,35.78284,129.17823,60,1500,935.82,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:24:00.000Z,35.78457,129.17919,60,1500,938.16,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:26:00.000Z,35.78631,129.18015,61,1500,940.49,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:28:00.000Z,35.78804,129.18111,62,1500,942.82,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:30:00.000Z,35.78977,129.18207,63,1500,945.16,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:32:00.000Z,35.79151,129.18302,64,1500,947.49,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:34:00.000Z,35.79324,129.18398,66,1500,949.82,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:36:00.000Z,35.79497,129.18494,67,1500,952.16,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:38:00.000Z,35.79671,129.18590,69,1500,954.49,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:40:00.000Z,35.79844,129.18686,71,1500,956.83,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:42:00.000Z,35.80017,129.18782,72,1500,959.16,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:44:00.000Z,35.80191,129.18878,73,1500,961.49,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:46:00.000Z,35.80364,129.18974,74,1500,963.83,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:48:00.000Z,35.80537,129.19070,75,1500,966.16,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:50:00.000Z,35.80710,129.19165,76,1500,968.49,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:52:00.000Z,35.80884,129.19261,76,1500,970.83,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:54:00.000Z,35.81057,129.19357,76,1500,973.16,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:56:00.000Z,35.81230,129.19453,76,1500,975.50,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T10:58:00.000Z,35.81404,129.19549,75,1500,977.83,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T11:00:00.000Z,35.81577,129.19645,74,1500,980.16,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T11:02:00.000Z,35.81750,129.19741,73,1500,982.50,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T11:04:00.000Z,35.81924,129.19837,71,1500,984.83,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T11:06:00.000Z,35.82097,129.19933,70,1500,987.16,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T11:08:00.000Z,35.82270,129.20028,68,1500,989.50,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T11:10:00.000Z,35.82443,129.20124,67,1500,991.83,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T11:12:00.000Z,35.82617,129.20220,65,1500,994.17,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T11:14:00.000Z,35.82790,129.20316,64,1500,996.50,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T11:16:00.000Z,35.82963,129.20412,62,1500,998.83,false,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:00:00.000Z,35.83050,129.20460,68,1500,1000.00,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:02:00.000Z,35.82877,129.20364,70,1500,1002.33,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:04:00.000Z,35.82703,129.20268,71,1500,1004.67,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:06:00.000Z,35.82530,129.20172,73,1500,1007.00,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:08:00.000Z,35.82357,129.20076,74,1500,1009.33,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:10:00.000Z,35.82183,129.19981,75,1500,1011.67,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:12:00.000Z,35.82010,129.19885,75,1500,1014.00,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:14:00.000Z,35.81837,129.19789,76,1500,1016.34,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:16:00.000Z,35.81664,129.19693,76,1500,1018.67,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:18:00.000Z,35.81490,129.19597,76,1500,1021.00,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:20:00.000Z,35.81317,129.19501,75,1500,1023.34,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:22:00.000Z,35.81144,129.19405,74,1500,1025.67,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:24:00.000Z,35.80970,129.19309,73,1500,1028.00,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:26:00.000Z,35.80797,129.19213,72,1500,1030.34,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:28:00.000Z,35.80624,129.19118,71,1500,1032.67,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:30:00.000Z,35.80450,129.19022,69,1500,1035.01,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:32:00.000Z,35.80277,129.18926,68,1500,1037.34,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:34:00.000Z,35.80104,129.18830,66,1500,1039.67,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:36:00.000Z,35.79931,129.18734,64,1500,1042.01,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:38:00.000Z,35.79757,129.18638,63,1500,1044.34,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:40:00.000Z,35.79584,129.18542,62,1500,1046.67,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:42:00.000Z,35.79411,129.18446,61,1500,1049.01,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:44:00.000Z,35.79237,129.18350,60,1500,1051.34,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:46:00.000Z,35.79064,129.18254,60,1500,1053.68,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:48:00.000Z,35.78891,129.18159,60,1500,1056.01,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:50:00.000Z,35.78717,129.18063,60,1500,1058.34,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:52:00.000Z,35.78544,129.17967,61,1500,1060.68,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:54:00.000Z,35.78371,129.17871,62,1500,1063.01,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:56:00.000Z,35.78198,129.17775,63,1500,1065.34,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T01:58:00.000Z,35.78024,129.17679,64,1500,1067.68,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:00:00.000Z,35.77851,129.17583,66,1500,1070.01,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:02:00.000Z,35.77678,129.17487,67,1500,1072.35,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:04:00.000Z,35.77504,129.17391,69,1500,1074.68,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:06:00.000Z,35.77331,129.17296,70,1500,1077.01,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:08:00.000Z,35.77158,129.17200,72,1500,1079.35,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:10:00.000Z,35.76984,129.17104,73,1500,1081.68,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:12:00.000Z,35.76811,129.17008,74,1500,1084.01,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:14:00.000Z,35.76638,129.16912,75,1500,1086.35,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:16:00.000Z,35.76465,129.16816,76,1500,1088.68,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:18:00.000Z,35.76291,129.16720,76,1500,1091.02,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:20:00.000Z,35.76118,129.16624,76,1500,1093.35,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:22:00.000Z,35.75945,129.16528,76,1500,1095.68,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:24:00.000Z,35.75771,129.16433,75,1500,1098.02,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:26:00.000Z,35.75598,129.16337,74,1500,1100.35,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:28:00.000Z,35.75425,129.16241,73,1500,1102.68,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:30:00.000Z,35.75251,129.16145,71,1500,1105.02,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:32:00.000Z,35.75078,129.16049,70,1500,1107.35,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:34:00.000Z,35.74905,129.15953,68,1500,1109.68,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:36:00.000Z,35.74731,129.15857,67,1500,1112.02,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:38:00.000Z,35.74558,129.15761,65,1500,1114.35,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:40:00.000Z,35.74385,129.15665,64,1500,1116.69,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:42:00.000Z,35.74212,129.15569,62,1500,1119.02,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:44:00.000Z,35.74038,129.15474,61,1500,1121.35,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:46:00.000Z,35.73865,129.15378,61,1500,1123.69,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:48:00.000Z,35.73692,129.15282,60,1500,1126.02,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:50:00.000Z,35.73518,129.15186,60,1500,1128.35,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:52:00.000Z,35.73345,129.15090,60,1500,1130.69,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:54:00.000Z,35.73172,129.14994,61,1500,1133.02,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:56:00.000Z,35.72998,129.14898,61,1500,1135.36,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T02:58:00.000Z,35.72825,129.14802,62,1500,1137.69,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:00:00.000Z,35.72652,129.14706,64,1500,1140.02,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:02:00.000Z,35.72479,129.14611,65,1500,1142.36,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:04:00.000Z,35.72305,129.14515,67,1500,1144.69,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:06:00.000Z,35.72132,129.14419,68,1500,1147.02,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:08:00.000Z,35.71959,129.14323,70,1500,1149.36,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:10:00.000Z,35.71785,129.14227,71,1500,1151.69,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:12:00.000Z,35.71612,129.14131,73,1500,1154.03,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:14:00.000Z,35.71439,129.14035,74,1500,1156.36,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:16:00.000Z,35.71265,129.13939,75,1500,1158.69,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:18:00.000Z,35.71092,129.13843,76,1500,1161.03,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:20:00.000Z,35.70919,129.13748,76,1500,1163.36,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:22:00.000Z,35.70746,129.13652,76,1500,1165.69,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:24:00.000Z,35.70572,129.13556,76,1500,1168.03,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:26:00.000Z,35.70399,129.13460,75,1500,1170.36,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:28:00.000Z,35.70226,129.13364,74,1500,1172.70,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:30:00.000Z,35.70052,129.13268,73,1500,1175.03,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:32:00.000Z,35.69879,129.13172,72,1500,1177.36,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:34:00.000Z,35.69706,129.13076,70,1500,1179.70,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:36:00.000Z,35.69532,129.12980,69,1500,1182.03,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:38:00.000Z,35.69359,129.12884,67,1500,1184.36,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:40:00.000Z,35.69186,129.12789,66,1500,1186.70,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:42:00.000Z,35.69013,129.12693,64,1500,1189.03,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:44:00.000Z,35.68839,129.12597,63,1500,1191.37,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:46:00.000Z,35.68666,129.12501,62,1500,1193.70,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:48:00.000Z,35.68493,129.12405,61,1500,1196.03,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:50:00.000Z,35.68319,129.12309,60,1500,1198.37,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:52:00.000Z,35.68146,129.12213,60,1500,1200.70,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:54:00.000Z,35.67973,129.12117,60,1500,1203.03,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:56:00.000Z,35.67799,129.12021,60,1500,1205.37,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T03:58:00.000Z,35.67626,129.11926,61,1500,1207.70,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:00:00.000Z,35.67453,129.11830,62,1500,1210.04,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:02:00.000Z,35.67279,129.11734,63,1500,1212.37,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:04:00.000Z,35.67106,129.11638,65,1500,1214.70,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:06:00.000Z,35.66933,129.11542,66,1500,1217.04,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:08:00.000Z,35.66760,129.11446,68,1500,1219.37,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:10:00.000Z,35.66586,129.11350,69,1500,1221.70,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:12:00.000Z,35.66413,129.11254,71,1500,1224.04,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:14:00.000Z,35.66240,129.11158,72,1500,1226.37,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:16:00.000Z,35.66066,129.11063,73,1500,1228.70,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:18:00.000Z,35.65893,129.10967,75,1500,1231.04,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:20:00.000Z,35.65720,129.10871,75,1500,1233.37,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:22:00.000Z,35.65546,129.10775,76,1500,1235.71,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:24:00.000Z,35.65373,129.10679,76,1500,1238.04,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:26:00.000Z,35.65200,129.10583,76,1500,1240.37,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:28:00.000Z,35.65027,129.10487,75,1500,1242.71,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:30:00.000Z,35.64853,129.10391,75,1500,1245.04,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:32:00.000Z,35.64680,129.10295,74,1500,1247.37,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:34:00.000Z,35.64507,129.10199,72,1500,1249.71,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:36:00.000Z,35.64333,129.10104,71,1500,1252.04,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:38:00.000Z,35.64160,129.10008,70,1500,1254.38,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:40:00.000Z,35.63987,129.09912,68,1500,1256.71,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:42:00.000Z,35.63813,129.09816,66,1500,1259.04,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:44:00.000Z,35.63640,129.09720,65,1500,1261.38,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:46:00.000Z,35.63467,129.09624,63,1500,1263.71,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:48:00.000Z,35.63294,129.09528,62,1500,1266.04,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:50:00.000Z,35.63120,129.09432,61,1500,1268.38,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:52:00.000Z,35.62947,129.09336,61,1500,1270.71,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:54:00.000Z,35.62774,129.09241,60,1500,1273.05,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:56:00.000Z,35.62600,129.09145,60,1500,1275.38,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T04:58:00.000Z,35.62427,129.09049,60,1500,1277.71,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:00:00.000Z,35.62254,129.08953,61,1500,1280.05,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:02:00.000Z,35.62080,129.08857,62,1500,1282.38,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:04:00.000Z,35.61907,129.08761,63,1500,1284.71,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:06:00.000Z,35.61734,129.08665,64,1500,1287.05,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:08:00.000Z,35.61561,129.08569,65,1500,1289.38,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:10:00.000Z,35.61387,129.08473,67,1500,1291.72,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:12:00.000Z,35.61214,129.08378,69,1500,1294.05,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:14:00.000Z,35.61041,129.08282,70,1500,1296.38,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:16:00.000Z,35.60867,129.08186,72,1500,1298.72,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:18:00.000Z,35.60694,129.08090,73,1500,1301.05,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:20:00.000Z,35.60521,129.07994,74,1500,1303.38,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:22:00.000Z,35.60347,129.07898,75,1500,1305.72,true,ok
GLV-T06,TRIP-GLV-T06-01,2026-08-01T05:24:00.000Z,35.60174,129.07802,76,1500,1308.05,true,ok
