vehicle_id,date,seq,distance_km,duration_min,depart_time,depart_addr,arrive_time,arrive_addr
SB-000009,2026-08-12,6,0,1,09:01:51,전라남도 광양시 태인동 1654-7(74m 범위),09:03:17,전라남도 광양시 태인동 1654-1(52m 범위)
SB-000009,2026-08-12,7,7,40,09:05:51,전라남도 광양시 태인동 1654-1(52m 범위),09:46:07,전라남도 광양시 금호동 632(360m 범위)
SB-000009,2026-08-12,8,0,0,09:47:14,전라남도 광양시 금호동 632(360m 범위),09:47:33,전라남도 광양시 금호동 656(367m 범위)
SB-000009,2026-08-12,9,1,9,09:54:34,전라남도 광양시 금호동 656(367m 범위),10:04:13,전라남도 광양시 금호동 803(82m 범위)
SB-000009,2026-08-12,10,5,15,10:05:53,전라남도 광양시 금호동 803(82m 범위),10:20:58,전라남도 광양시 태인동 산111-1(26m 범위)
SB-000009,2026-08-12,11,0,0,10:26:27,전라남도 광양시 태인동 산111-1(26m 범위),10:27:07,전라남도 광양시 태인동 306-14(34m 범위)
SB-000009,2026-08-12,12,2,8,10:31:44,전라남도 광양시 태인동 306-14(34m 범위),10:40:23,전라남도 광양시 금호동 658(134m 범위)
SB-000009,2026-08-12,13,4,15,11:09:31,전라남도 광양시 금호동 658(134m 범위),11:24:35,전라남도 광양시 금호동 803(109m 범위)
SB-000009,2026-08-12,14,7,33,11:25:23,전라남도 광양시 금호동 803(109m 범위),11:58:49,전라남도 광양시 태인동 1714(46m 범위)
SB-000009,2026-08-12,15,9,51,12:23:15,전라남도 광양시 태인동 1714(46m 범위),13:14:45,전라남도 광양시 금호동 803(91m 범위)
SB-000009,2026-08-12,16,11,35,13:15:41,전라남도 광양시 금호동 803(91m 범위),13:50:45,전라남도 광양시 금호동 631(310m 범위)
SB-000009,2026-08-12,17,2,9,13:56:41,전라남도 광양시 금호동 631(310m 범위),14:06:37,전라남도 광양시 금호동 803(98m 범위)
SB-000009,2026-08-12,18,6,13,14:07:15,전라남도 광양시 금호동 803(98m 범위),14:20:37,전라남도 광양시 태인동 1654-7(78m 범위)
SB-000009,2026-08-12,19,8,40,14:22:45,전라남도 광양시 태인동 1654-7(78m 범위),15:03:04,전라남도 광양시 금호동 803(81m 범위)
SB-000009,2026-08-12,20,6,17,15:03:45,전라남도 광양시 금호동 803(81m 범위),15:20:48,전라남도 광양시 태인동 1740(79m 범위)
SB-000009,2026-08-12,21,3,6,15:26:36,전라남도 광양시 태인동 1740(79m 범위),15:32:59,전라남도 광양시 태인동 1654-7(73m 범위)
SB-000011,2026-08-12,1,0,22,07:22:28,전라남도 광양시 태인동 1654-7(83m 범위),07:44:52,전라남도 광양시 태인동 1654-7(79m 범위)
SB-000011,2026-08-12,2,6,18,07:56:55,전라남도 광양시 태인동 1654-7(79m 범위),08:15:46,전라남도 광양시 금호동 634(117m 범위)
SB-000011,2026-08-12,3,1,10,08:27:59,전라남도 광양시 금호동 634(117m 범위),08:38:56,전라남도 광양시 금호동 803(87m 범위)
SB-000011,2026-08-12,4,6,14,08:39:35,전라남도 광양시 금호동 803(87m 범위),08:54:08,전라남도 광양시 태인동 1654-1(37m 범위)
SB-000011,2026-08-12,5,7,30,08:59:14,전라남도 광양시 태인동 1654-1(37m 범위),09:30:09,전라남도 광양시 금호동 803(79m 범위)
SB-000011,2026-08-12,6,12,38,09:30:54,전라남도 광양시 금호동 803(79m 범위),10:09:03,전라남도 광양시 금호동 658(100m 범위)
SB-000011,2026-08-12,7,1,4,10:29:22,전라남도 광양시 금호동 658(98m 범위),10:33:43,전라남도 광양시 금호동 636(398m 범위)
SB-000011,2026-08-12,8,0,0,10:34:42,전라남도 광양시 금호동 636(398m 범위),10:35:40,전라남도 광양시 금호동 636(347m 범위)
SB-000011,2026-08-12,9,3,14,10:40:46,전라남도 광양시 금호동 636(347m 범위),10:55:38,전라남도 광양시 금호동 803(83m 범위)
SB-000011,2026-08-12,10,6,21,10:56:14,전라남도 광양시 금호동 803(83m 범위),11:17:53,전라남도 광양시 태인동 1740(82m 범위)
SB-000011,2026-08-12,11,0,0,11:19:43,전라남도 광양시 태인동 1740(82m 범위),11:20:16,전라남도 광양시 태인동 1738(85m 범위)
SB-000011,2026-08-12,12,9,32,11:20:54,전라남도 광양시 태인동 1738(85m 범위),11:53:08,전라남도 광양시 금호동 803(71m 범위)
SB-000011,2026-08-12,13,5,13,11:53:39,전라남도 광양시 금호동 803(71m 범위),12:07:05,전라남도 광양시 태인동 1656-6(68m 범위)
SB-000011,2026-08-12,14,7,34,12:28:59,전라남도 광양시 태인동 1656-6(68m 범위),13:03:40,전라남도 광양시 금호동 656(179m 범위)
SB-000011,2026-08-12,15,1,11,13:09:16,전라남도 광양시 금호동 656(179m 범위),13:20:25,전라남도 광양시 금호동 803(140m 범위)
SB-000011,2026-08-12,16,7,38,13:21:03,전라남도 광양시 금호동 803(140m 범위),13:59:32,전라남도 광양시 태인동 1740(87m 범위)
SB-000011,2026-08-12,17,0,0,14:01:04,전라남도 광양시 태인동 1740(87m 범위),14:01:37,전라남도 광양시 태인동 1740(95m 범위)
SB-000011,2026-08-12,18,8,43,14:02:12,전라남도 광양시 태인동 1740(95m 범위),14:45:46,전라남도 광양시 금호동 803(106m 범위)
SB-000011,2026-08-12,19,6,16,14:46:35,전라남도 광양시 금호동 803(106m 범위),15:03:11,전라남도 광양시 태인동 1654-1(24m 범위)
SB-000011,2026-08-12,20,6,20,15:05:17,전라남도 광양시 태인동 1654-1(24m 범위),15:26:04,전라남도 광양시 금호동 657(365m 범위)
SB-000011,2026-08-12,21,2,15,15:30:52,전라남도 광양시 금호동 657(365m 범위),15:46:11,전라남도 광양시 금호동 803(86m 범위)
SB-000011,2026-08-12,22,7,25,15:47:29,전라남도 광양시 금호동 803(86m 범위),16:12:44,전라남도 광양시 태인동 1740(54m 범위)
SB-000011,2026-08-12,23,0,0,16:13:26,전라남도 광양시 태인동 1740(54m 범위),16:14:10,전라남도 광양시 태인동 1740(51m 범위)
SB-000011,2026-08-12,24,1,13,16:14:57,전라남도 광양시 태인동 1740(51m 범위),16:28:39,전라남도 광양시 태인동 1654-7(78m 범위)
SB-000012,2026-08-12,1,0,9,07:21:54,전라남도 광양시 태인동 1654-7(73m 범위),07:30:54,전라남도 광양시 태인동 1654-7(99m 범위)
SB-000012,2026-08-12,2,5,12,07:56:51,전라남도 광양시 태인동 1654-7(99m 범위),08:09:06,전라남도 광양시 금호동 636(480m 범위)
SB-000012,2026-08-12,3,0,2,08:16:34,전라남도 광양시 금호동 636(480m 범위),08:18:51,전라남도 광양시 금호동 631(469m 범위)
SB-000012,2026-08-12,4,2,13,08:30:47,전라남도 광양시 금호동 631(469m 범위),08:44:24,전라남도 광양시 금호동 803(82m 범위)
SB-000012,2026-08-12,5,7,22,08:45:04,전라남도 광양시 금호동 803(82m 범위),09:07:39,전라남도 광양시 태인동 1654-7(85m 범위)
SB-000012,2026-08-12,6,0,11,09:11:07,전라남도 광양시 태인동 1654-7(85m 범위),09:23:03,전라남도 광양시 태인동 1655-1(9m 범위)
SB-000012,2026-08-12,7,5,11,09:27:03,전라남도 광양시 태인동 1655-1(9m 범위),09:38:46,전라남도 광양시 금호동 636(418m 범위)
SB-000012,2026-08-12,8,3,14,09:46:39,전라남도 광양시 금호동 636(418m 범위),10:01:20,전라남도 광양시 금호동 803(103m 범위)
SB-000012,2026-08-12,9,5,12,10:02:01,전라남도 광양시 금호동 803(103m 범위),10:14:50,전라남도 광양시 태인동 1656-6(81m 범위)
SB-000012,2026-08-12,10,3,8,10:18:16,전라남도 광양시 태인동 1656-6(81m 범위),10:26:45,전라남도 광양시 금호동 658(121m 범위)
SB-000012,2026-08-12,11,4,14,10:28:37,전라남도 광양시 금호동 658(121m 범위),10:42:55,전라남도 광양시 금호동 803(97m 범위)
SB-000012,2026-08-12,12,15,53,10:43:38,전라남도 광양시 금호동 803(97m 범위),11:36:49,전라남도 광양시 금호동 803(96m 범위)
SB-000012,2026-08-12,13,6,15,11:37:25,전라남도 광양시 금호동 803(96m 범위),11:52:39,전라남도 광양시 태인동 1656-6(47m 범위)
SB-000012,2026-08-12,14,6,19,12:28:00,전라남도 광양시 태인동 1656-6(47m 범위),12:47:42,전라남도 광양시 금호동 660-1(215m 범위)
SB-000012,2026-08-12,15,3,9,13:06:32,전라남도 광양시 금호동 660-1(215m 범위),13:16:07,전라남도 광양시 금호동 803(97m 범위)
SB-000012,2026-08-12,16,6,31,13:17:09,전라남도 광양시 금호동 803(97m 범위),13:48:54,전라남도 광양시 태인동 28-253(29m 범위)
SB-000012,2026-08-12,17,8,19,14:02:50,전라남도 광양시 태인동 28-253(29m 범위),14:22:43,전라남도 광양시 금호동 656(137m 범위)
SB-000012,2026-08-12,18,0,2,15:04:56,전라남도 광양시 금호동 656(137m 범위),15:07:33,전라남도 광양시 금호동 634(111m 범위)
SB-000012,2026-08-12,19,7,28,15:17:51,전라남도 광양시 금호동 634(111m 범위),15:45:59,전라남도 광양시 태인동 1654-1(43m 범위)
SB-000012,2026-08-12,20,0,1,15:48:36,전라남도 광양시 태인동 1654-1(43m 범위),15:49:55,전라남도 광양시 태인동 1654-5(40m 범위)
SB-000012,2026-08-12,21,0,5,15:51:41,전라남도 광양시 태인동 1654-5(40m 범위),15:56:46,전라남도 광양시 태인동 1654-5(28m 범위)
SB-000012,2026-08-12,22,0,2,17:00:25,전라남도 광양시 태인동 1654-5(28m 범위),17:03:01,전라남도 광양시 태인동 1654-5(43m 범위)
SB-000013,2026-08-12,1,1,6,07:39:23,전라남도 광양시 태인동 1654-1(47m 범위),07:45:42,전라남도 광양시 태인동 1654-7(90m 범위)
SB-000013,2026-08-12,2,6,16,07:57:06,전라남도 광양시 태인동 1654-7(90m 범위),08:13:40,전라남도 광양시 금호동 656(218m 범위)
SB-000013,2026-08-12,3,0,1,08:27:38,전라남도 광양시 금호동 656(218m 범위),08:29:28,전라남도 광양시 금호동 656(106m 범위)
SB-000013,2026-08-12,4,0,6,08:45:18,전라남도 광양시 금호동 656(106m 범위),08:51:55,전라남도 광양시 금호동 803(105m 범위)
SB-000013,2026-08-12,5,5,13,08:52:50,전라남도 광양시 금호동 803(105m 범위),09:06:28,전라남도 광양시 태인동 1654-1(33m 범위)
SB-000013,2026-08-12,6,6,19,09:10:41,전라남도 광양시 태인동 1654-1(33m 범위),09:30:23,전라남도 광양시 금호동 657(73m 범위)
SB-000013,2026-08-12,7,1,4,09:38:34,전라남도 광양시 금호동 657(73m 범위),09:43:19,전라남도 광양시 금호동 803(95m 범위)
SB-000013,2026-08-12,8,6,28,09:44:00,전라남도 광양시 금호동 803(95m 범위),10:12:34,전라남도 광양시 태인동 28-174(80m 범위)
SB-000013,2026-08-12,9,8,65,10:18:27,전라남도 광양시 태인동 28-174(80m 범위),11:23:35,전라남도 광양시 금호동 803(92m 범위)
SB-000013,2026-08-12,10,6,18,11:24:53,전라남도 광양시 금호동 803(92m 범위),11:43:21,전라남도 광양시 태인동 1714(71m 범위)
SB-000013,2026-08-12,11,0,1,12:22:13,전라남도 광양시 태인동 1714(71m 범위),12:23:15,전라남도 광양시 태인동 1688(100m 범위)
SB-000013,2026-08-12,12,6,21,12:27:52,전라남도 광양시 태인동 1688(100m 범위),12:49:48,전라남도 광양시 금호동 657(69m 범위)
SB-000013,2026-08-12,13,2,4,13:01:35,전라남도 광양시 금호동 657(69m 범위),13:06:21,전라남도 광양시 금호동 803(85m 범위)
SB-000013,2026-08-12,14,11,30,13:07:26,전라남도 광양시 금호동 803(85m 범위),13:38:13,전라남도 광양시 금호동 657(379m 범위)
SB-000013,2026-08-12,15,1,5,13:49:11,전라남도 광양시 금호동 657(379m 범위),13:54:51,전라남도 광양시 금호동 803(85m 범위)
SB-000013,2026-08-12,16,6,27,13:55:31,전라남도 광양시 금호동 803(85m 범위),14:23:04,전라남도 광양시 태인동 1740(59m 범위)
SB-000013,2026-08-12,17,0,0,14:28:20,전라남도 광양시 태인동 1740(59m 범위),14:28:45,전라남도 광양시 태인동 1740(64m 범위)
SB-000013,2026-08-12,18,8,29,14:37:13,전라남도 광양시 태인동 1740(64m 범위),15:06:34,전라남도 광양시 금호동 803(86m 범위)
SB-000013,2026-08-12,19,13,65,15:06:58,전라남도 광양시 금호동 803(86m 범위),16:12:16,전라남도 광양시 금호동 803(98m 범위)
SB-000013,2026-08-12,20,5,15,16:13:06,전라남도 광양시 금호동 803(98m 범위),16:28:34,전라남도 광양시 태인동 1654-7(77m 범위)
SB-000013,2026-08-12,21,0,1,16:30:31,전라남도 광양시 태인동 1654-7(77m 범위),16:32:01,전라남도 광양시 태인동 1654-7(96m 범위)
SB-000014,2026-08-12,1,0,37,07:44:57,전라남도 광양시 태인동 1654-1(82m 범위),08:22:35,전라남도 광양시 금호동 657(78m 범위)
SB-000014,2026-08-12,2,0,77,08:32:55,전라남도 광양시 금호동 657(78m 범위),09:49:57,전라남도 광양시 태인동 1654-4(81m 범위)
SB-000014,2026-08-12,3,0,18,09:52:55,전라남도 광양시 태인동 1654-4(81m 범위),10:11:45,전라남도 광양시 금호동 657(441m 범위)
SB-000014,2026-08-12,4,0,7,10:25:19,전라남도 광양시 금호동 657(441m 범위),10:32:40,전라남도 광양시 금호동 657(494m 범위)
SB-000014,2026-08-12,5,0,0,10:34:48,전라남도 광양시 금호동 657(494m 범위),10:35:24,전라남도 광양시 금호동 657(491m 범위)
SB-000014,2026-08-12,6,0,0,10:47:24,전라남도 광양시 금호동 657(491m 범위),10:47:44,전라남도 광양시 금호동 657(471m 범위)
SB-000014,2026-08-12,7,0,30,11:00:28,전라남도 광양시 금호동 657(471m 범위),11:30:58,전라남도 광양시 태인동 340-7(8m 범위)
SB-000014,2026-08-12,8,0,12,11:36:08,전라남도 광양시 태인동 340-7(8m 범위),11:48:19,전라남도 광양시 금호동 657(104m 범위)
SB-000014,2026-08-12,9,0,44,12:01:53,전라남도 광양시 금호동 657(104m 범위),12:46:34,전라남도 광양시 도이동 832(131m 범위)
SB-000014,2026-08-12,10,0,22,13:03:40,전라남도 광양시 도이동 832(131m 범위),13:26:08,전라남도 광양시 금호동 656(269m 범위)
SB-000014,2026-08-12,11,0,0,13:32:40,전라남도 광양시 금호동 656(269m 범위),13:32:56,전라남도 광양시 금호동 656(228m 범위)
SB-000014,2026-08-12,12,0,39,13:42:27,전라남도 광양시 금호동 802(211m 범위),14:21:38,전라남도 광양시 태인동 1740(53m 범위)
SB-000014,2026-08-12,13,0,7,14:22:06,전라남도 광양시 태인동 1740(53m 범위),14:29:15,전라남도 광양시 태인동 1740(85m 범위)
SB-000014,2026-08-12,14,0,1,14:36:41,전라남도 광양시 태인동 1740(85m 범위),14:38:11,전라남도 광양시 태인동 1740(95m 범위)
SB-000014,2026-08-12,15,0,59,14:46:32,전라남도 광양시 태인동 1740(95m 범위),15:45:51,전라남도 광양시 금호동 656(187m 범위)
SB-000014,2026-08-12,16,0,2,15:49:12,전라남도 광양시 금호동 656(187m 범위),15:51:41,전라남도 광양시 금호동 656(112m 범위)
SB-000014,2026-08-12,17,0,26,15:59:10,전라남도 광양시 금호동 656(112m 범위),16:25:49,전라남도 광양시 태인동 1654-1(90m 범위)
SB-000014,2026-08-12,18,0,1,16:28:15,전라남도 광양시 태인동 1654-1(90m 범위),16:29:41,전라남도 광양시 태인동 1720(102m 범위)
SB-000014,2026-08-12,19,0,0,16:31:08,전라남도 광양시 태인동 1720(102m 범위),16:31:19,전라남도 광양시 태인동 1720(80m 범위)
SB-000014,2026-08-12,20,0,0,16:37:59,전라남도 광양시 태인동 1720(80m 범위),16:38:09,전라남도 광양시 태인동 1720(81m 범위)
