vehicle_id,date,laden,reported_km,event_accel,event_start,event_decel,event_stop,event_speeding,fuel_l,idle_sec
192하6420,2026-03-19,false,20.40,3,0,1,0,0,1.700,1860
826저5454,2026-03-19,false,4.70,0,0,0,0,0,1.200,810
805주7174,2026-03-19,false,10.80,0,0,0,0,0,0.900,144
179허9217,2026-03-19,false,10.40,1,0,0,0,0,0.700,114
192하6421,2026-03-19,false,1.30,0,0,0,0,0,0.100,126
88거5454,2026-03-19,false,5.50,0,0,0,0,0,0.700,66
223호3214,2026-03-19,false,4.10,0,0,0,0,0,0.700,1572
169허8585,2026-03-19,false,54.10,6,0,4,0,0,4.100,954
827무7454,2026-03-19,false,27.10,1,0,3,0,0,3.500,990
169허9258,2026-03-19,false,98.90,6,0,12,0,0,7.900,1830
84우6684,2026-03-19,false,7.10,0,0,0,0,0,1.000,858
231허1277,2026-03-19,false,2.90,0,0,0,0,0,0.300,300
196소4245,2026-03-19,false,4.20,0,0,0,0,0,0.300,216
22거1383,2026-03-19,false,1.40,0,0,0,0,0,0.000,0
191하9840,2026-03-19,false,5.20,2,0,1,0,0,0.600,852
82서0561,2026-03-20,false,68.50,0,0,0,0,0,7.200,7806
84어5948,2026-03-20,false,32.70,4,0,2,0,0,3.300,2172
84무0925,2026-03-20,false,33.60,0,0,0,0,0,3.400,3156
810무1916,2026-03-20,false,35.20,0,0,0,0,0,12.100,12198
93조8040,2026-03-20,false,364.80,23,0,14,0,0,32.600,25614
91수0514,2026-03-20,false,74.80,18,0,4,0,0,7.300,4848
846부9793,2026-03-20,false,48.50,3,0,2,0,0,4.300,2694
826보1806,2026-03-20,false,20.90,0,0,0,0,0,2.300,1050
86수5121,2026-03-20,false,28.50,7,0,0,0,0,0.000,0
84머5049,2026-03-20,false,72.50,0,0,4,0,0,7.500,6282
169허8585,2026-03-20,false,62.90,5,0,2,0,0,5.200,1332
165호7807,2026-03-20,false,76.10,26,0,11,0,0,5.400,678
07버0446,2026-03-20,false,13.30,1,0,0,0,0,1.700,4410
90거1046,2026-03-20,false,9.50,0,0,0,0,0,1.100,2586
84머5043,2026-03-20,false,22.70,0,0,0,0,0,2.200,624
96구2903,2026-03-20,false,36.10,0,0,0,0,0,3.000,1998
96구2906,2026-03-20,false,16.60,0,0,0,0,0,1.800,3192
192하7049,2026-03-20,false,47.60,19,0,5,0,0,3.500,3696
91너0128,2026-03-20,false,69.30,4,0,1,0,0,8.700,9804
71부8321,2026-03-20,false,63.60,21,0,3,0,0,6.700,4884
28도8142,2026-03-20,false,74.60,3,0,0,0,0,7.100,5418
816어3537,2026-03-20,false,42.90,2,0,0,0,0,7.000,1266
27조2240,2026-03-20,false,17.80,0,0,0,0,0,0.900,1272
192허4896,2026-03-20,false,39.50,6,0,2,0,0,3.500,2514
74고9274,2026-03-20,false,7.90,0,0,0,0,0,1.300,2160
87도0164,2026-03-20,false,15.70,2,0,0,0,0,2.000,2514
82서0541,2026-03-20,false,17.20,0,0,0,0,0,2.500,4272
82조0889,2026-03-20,false,59.30,11,0,4,0,0,6.600,1890
87로7532,2026-03-20,false,22.10,3,0,1,0,0,4.300,5592
175허4122,2026-03-20,false,13.50,0,0,0,0,0,0.900,312
84노4496,2026-03-20,false,11.80,0,0,0,0,0,1.800,1956
811거1208,2026-03-20,false,24.10,4,0,2,0,0,4.100,1896
84노2622,2026-03-20,false,34.70,0,0,0,0,0,2.800,1320
819저2352,2026-03-20,false,6.20,0,0,0,0,0,0.800,234
179저8504,2026-03-20,false,214.30,30,0,23,0,0,11.300,2076
815러1522,2026-03-20,false,17.60,2,0,1,0,0,2.000,2670
821구5814,2026-03-20,false,15.50,0,0,0,0,0,2.400,6654
821구5816,2026-03-20,false,31.80,0,0,0,0,0,6.100,12930
192허4064,2026-03-20,false,260.40,22,0,14,0,0,18.300,3606
196하1796,2026-03-20,false,12.60,1,0,0,0,0,1.300,630
89누4464,2026-03-20,false,77.40,35,0,12,0,0,7.500,2814
806무1508,2026-03-20,false,9.40,0,0,0,0,0,11.200,22482
817더2910,2026-03-20,false,5.20,0,0,0,0,0,2.400,3012
85우9242,2026-03-20,false,9.40,2,0,0,0,0,2.100,2154
810무1941,2026-03-20,false,50.40,0,0,2,0,0,6.400,1056
815러1543,2026-03-20,false,44.80,0,0,0,0,0,4.600,1392
84우6684,2026-03-20,false,85.80,7,0,0,0,0,6.800,2868
192허2996,2026-03-20,false,194.40,3,0,5,0,0,13.100,1596
165호5540,2026-03-20,false,194.80,14,0,7,0,0,14.200,4290
191하9718,2026-03-20,false,61.70,6,0,7,0,0,4.300,1740
192하6446,2026-03-20,false,67.10,11,0,5,0,0,5.400,3876
192하6444,2026-03-20,false,59.00,7,0,8,0,0,4.000,2256
84도5751,2026-03-20,false,10.40,0,0,0,0,0,1.400,2946
223하5805,2026-03-20,false,182.50,40,0,17,0,0,10.600,3150
92수0720,2026-03-20,false,29.80,3,0,0,0,0,2.300,1242
96어0364,2026-03-20,false,39.40,0,0,0,0,0,2.700,720
179허9217,2026-03-20,false,40.50,8,0,2,0,0,2.100,780
231허1277,2026-03-20,false,8.10,0,0,0,0,0,0.500,174
826저5454,2026-03-20,false,5.70,0,0,0,0,0,1.400,834
283누2515,2026-03-20,false,12.30,2,0,7,0,0,2.600,5166
91수0563,2026-03-20,false,4.50,0,0,0,0,0,0.500,840
192하6421,2026-03-20,false,31.40,12,0,7,0,0,2.200,888
22거1383,2026-03-20,false,28.70,23,0,1,0,0,0.000,0
230하3704,2026-03-20,false,87.30,10,0,2,0,0,5.500,5784
192허7246,2026-03-20,false,4.40,0,0,0,0,0,0.400,114
192허4897,2026-03-20,false,146.00,25,0,12,0,0,9.400,2094
192하5605,2026-03-20,false,104.60,8,0,3,0,0,9.200,5562
91우4407,2026-03-20,false,3.40,0,0,0,0,0,1.000,984
231허1583,2026-03-20,false,21.80,2,0,0,0,0,1.000,114
827무7454,2026-03-20,false,4.90,0,0,0,0,0,0.600,30
192하6420,2026-03-20,false,9.50,0,0,1,0,0,0.600,732
805주7174,2026-03-20,false,11.10,0,0,2,0,0,1.000,288
264조1056,2026-03-20,false,9.10,3,0,0,0,0,0.900,624
192하5762,2026-03-20,false,2.30,1,0,0,0,0,0.200,192
230하9636,2026-03-20,false,107.50,26,0,6,0,0,4.600,96
223허6794,2026-03-20,false,89.60,10,0,1,0,0,5.100,1134
192허4895,2026-03-20,false,241.20,15,0,3,0,0,12.800,1026
169허9258,2026-03-20,false,42.70,1,0,2,0,0,4.600,1356
802나6294,2026-03-20,false,1.30,0,0,0,0,0,0.500,738
96구1041,2026-03-20,false,16.90,9,0,1,0,0,0.000,0
231허1278,2026-03-20,false,25.20,1,0,2,0,0,1.100,54
88거5454,2026-03-20,false,3.50,0,0,0,0,0,0.500,96
230하6062,2026-03-20,false,156.20,9,0,8,0,0,11.000,672
170호1744,2026-03-20,false,17.90,1,0,0,0,0,2.000,1104
86수5121,2026-03-21,false,7.60,0,0,0,0,0,0.000,0
810무1916,2026-03-21,false,29.30,1,0,0,0,0,9.800,9684
82서0561,2026-03-21,false,34.80,0,0,5,0,0,3.700,5334
175허4122,2026-03-21,false,16.30,0,0,0,0,0,1.600,1728
826보1806,2026-03-21,false,15.30,2,0,0,0,0,2.000,3432
191하9840,2026-03-21,false,12.60,10,0,5,0,0,1.400,1686
846부9793,2026-03-21,false,17.90,0,0,0,0,0,1.900,3438
84무0925,2026-03-21,false,50.90,0,0,0,0,0,4.400,1776
84머5049,2026-03-21,false,24.00,0,0,1,0,0,3.000,2730
07버0446,2026-03-21,false,15.80,1,0,0,0,0,2.200,6888
90거1046,2026-03-21,false,12.50,0,0,0,0,0,2.600,7284
283누2515,2026-03-21,false,88.20,16,0,11,0,0,8.100,5334
84머5043,2026-03-21,false,20.40,0,0,1,0,0,1.900,384
89누4464,2026-03-21,false,73.80,12,0,6,0,0,6.800,2754
96구2906,2026-03-21,false,89.30,18,0,2,0,0,8.400,4464
91너0128,2026-03-21,false,46.60,1,0,0,0,0,5.400,4500
96구2903,2026-03-21,false,17.80,0,0,0,0,0,2.000,3084
82조0889,2026-03-21,false,35.50,3,0,2,0,0,3.700,4380
84모6043,2026-03-21,false,20.00,0,0,0,0,0,1.600,1020
87조8141,2026-03-21,false,25.80,4,0,2,0,0,4.600,2400
84어5948,2026-03-21,false,31.20,0,0,0,0,0,3.400,4890
71부8321,2026-03-21,false,75.70,24,0,5,0,0,7.400,4410
91수0514,2026-03-21,false,62.80,12,0,3,0,0,5.900,4188
82서0541,2026-03-21,false,22.30,1,0,0,0,0,2.800,3600
84노4496,2026-03-21,false,7.00,0,0,0,0,0,0.500,300
821구5814,2026-03-21,false,12.60,0,0,0,0,0,1.600,2922
806무1508,2026-03-21,false,13.50,0,0,0,0,0,9.500,19278
821구5816,2026-03-21,false,10.00,0,0,0,0,0,2.600,8292
811거1208,2026-03-21,false,15.60,1,0,0,0,0,2.500,1500
91우4407,2026-03-21,false,8.60,0,0,0,0,0,1.600,1152
85우9242,2026-03-21,false,6.40,1,0,0,0,0,1.700,3486
170호1744,2026-03-21,false,53.30,5,0,2,0,0,4.600,1536
230하3704,2026-03-21,false,3.10,0,0,0,0,0,0.200,324
96구1041,2026-03-21,false,47.90,19,0,4,0,0,0.000,0
84도5751,2026-03-21,false,23.80,17,0,7,0,0,2.200,264
93조8040,2026-03-21,false,273.70,12,0,3,0,0,24.200,1038
91수0563,2026-03-21,false,6.70,4,0,1,0,0,0.700,90
230하9636,2026-03-21,false,2.10,0,0,0,0,0,0.100,78
819저2352,2026-03-21,false,4.60,0,0,0,0,0,0.400,90
84어5948,2026-03-22,false,31.80,8,0,3,0,0,3.500,1080
86수5121,2026-03-22,false,1.60,0,0,0,0,0,0.000,0
819저2352,2026-03-22,false,16.20,0,0,0,0,0,1.400,600
82서0561,2026-03-22,false,12.60,0,0,0,0,0,1.000,1308
810무1916,2026-03-22,false,15.70,1,0,0,0,0,5.300,5754
175허4122,2026-03-22,false,5.70,0,0,0,0,0,0.400,810
826보1806,2026-03-22,false,25.30,0,0,0,0,0,2.800,6408
84무0925,2026-03-22,false,38.90,0,0,0,0,0,3.300,2142
84머5043,2026-03-22,false,16.30,0,0,0,0,0,2.000,1380
84모6043,2026-03-22,false,22.20,1,0,0,0,0,2.200,558
89누4464,2026-03-22,false,64.00,17,0,10,0,0,6.900,3792
192하7049,2026-03-22,false,22.40,16,0,6,0,0,1.800,1068
82서0541,2026-03-22,false,20.20,1,0,0,0,0,1.700,2976
82조0889,2026-03-22,false,89.30,35,0,19,0,0,9.900,4536
93조8040,2026-03-22,false,45.10,0,0,2,0,0,5.400,10920
230하9636,2026-03-22,false,6.40,0,0,0,0,0,0.300,12
90거1046,2026-03-22,false,4.10,0,0,0,0,0,0.500,462
816어3537,2026-03-22,false,3.40,2,0,0,0,0,1.100,678
846부9793,2026-03-22,false,9.30,0,0,1,0,0,0.700,66
805주7174,2026-03-22,false,1.90,0,0,0,0,0,0.200,630
27조2240,2026-03-22,false,7.90,2,0,1,0,0,0.300,24
170호1744,2026-03-22,false,28.70,0,0,3,0,0,2.700,1290
191하9840,2026-03-22,false,3.00,1,0,1,0,0,0.400,180
91너0128,2026-03-22,false,8.00,0,0,0,0,0,0.800,234
87조8141,2026-03-22,false,6.70,3,0,0,0,0,0.800,162
91수0563,2026-03-22,false,257.90,25,0,1,0,0,22.200,246
826보1806,2026-03-23,false,10.70,0,0,0,0,0,0.700,324
175허4122,2026-03-23,false,17.30,0,0,0,0,0,1.600,2430
82서0561,2026-03-23,false,95.90,0,0,2,0,0,10.700,12372
810무1916,2026-03-23,false,25.70,0,0,0,0,0,7.300,5778
84머5049,2026-03-23,false,64.90,0,0,0,0,0,5.600,5130
230하3704,2026-03-23,false,101.30,26,0,6,0,0,6.500,288
84머5043,2026-03-23,false,36.90,0,0,0,0,0,3.700,3288
90거1046,2026-03-23,false,12.30,3,0,0,0,0,1.200,972
96구2906,2026-03-23,false,105.90,5,0,5,0,0,9.700,2532
91수0514,2026-03-23,false,107.50,23,0,5,0,0,9.700,7812
192하7049,2026-03-23,false,54.60,14,0,4,0,0,4.300,3498
91너0128,2026-03-23,false,109.50,10,0,6,0,0,9.400,3090
71부8321,2026-03-23,false,94.70,25,0,6,0,0,11.600,12468
84무0925,2026-03-23,false,13.60,0,0,0,0,0,1.300,1056
819저2352,2026-03-23,false,10.10,0,0,0,0,0,1.200,930
283누2515,2026-03-23,false,90.60,16,0,4,0,0,8.400,4674
84어5948,2026-03-23,false,66.80,2,0,1,0,0,5.900,4512
89누4464,2026-03-23,false,93.30,52,0,14,0,0,8.900,5034
28도8142,2026-03-23,false,55.80,2,0,3,0,0,6.900,10302
74고9274,2026-03-23,false,35.30,1,0,0,0,0,3.600,2754
87도0164,2026-03-23,false,35.10,0,0,0,0,0,3.600,4620
27조2240,2026-03-23,false,35.80,3,0,1,0,0,3.400,9630
827무7454,2026-03-23,false,25.30,0,0,2,0,0,4.600,7362
87로7532,2026-03-23,false,32.40,4,0,1,0,0,5.400,6282
82서0541,2026-03-23,false,15.60,2,0,0,0,0,2.300,6240
821구5814,2026-03-23,false,19.20,0,0,0,0,0,2.500,4914
82조0889,2026-03-23,false,38.30,4,0,0,0,0,5.600,12804
84모9146,2026-03-23,false,9.50,0,0,0,0,0,5.300,5058
84노4496,2026-03-23,false,8.70,0,0,0,0,0,1.000,1092
815러1522,2026-03-23,false,2.70,0,0,0,0,0,0.100,210
84노2622,2026-03-23,false,37.40,8,0,2,0,0,4.500,528
806무1508,2026-03-23,false,26.80,0,0,0,0,0,5.000,4308
826저5454,2026-03-23,false,14.90,0,0,0,0,0,2.600,474
811거1208,2026-03-23,false,11.80,1,0,1,0,0,2.000,810
96어0364,2026-03-23,false,67.30,0,0,0,0,0,4.400,2016
84도5761,2026-03-23,false,45.30,0,0,1,0,0,5.500,14544
821구5816,2026-03-23,false,20.70,0,0,0,0,0,4.400,8958
96구2903,2026-03-23,false,16.20,0,0,0,0,0,1.200,372
196하1796,2026-03-23,false,31.70,24,0,9,0,0,2.500,882
85우9242,2026-03-23,false,4.20,0,0,0,0,0,0.800,990
817더2910,2026-03-23,false,5.90,1,0,0,0,0,2.200,2286
810무1941,2026-03-23,false,46.60,1,0,1,0,0,6.000,1434
231허1278,2026-03-23,false,62.60,13,0,7,0,0,2.800,114
230하9636,2026-03-23,false,45.90,17,0,7,0,0,2.200,162
815러1543,2026-03-23,false,21.70,0,0,0,0,0,2.300,834
846부9793,2026-03-23,false,45.70,0,0,2,0,0,4.000,3378
86수5121,2026-03-23,false,64.40,4,0,5,0,0,0.000,0
179저8504,2026-03-23,false,32.90,14,0,3,0,0,2.300,1650
93조8040,2026-03-23,false,270.70,21,0,1,0,0,24.100,2436
230하6062,2026-03-23,false,30.50,7,0,1,0,0,2.700,1098
87조8141,2026-03-23,false,33.30,4,0,1,0,0,3.100,312
192허4896,2026-03-23,false,15.10,0,0,1,0,0,1.400,798
192하6420,2026-03-23,false,49.40,4,0,2,0,0,3.600,4284
84우6684,2026-03-23,false,74.20,8,0,2,0,0,5.300,1350
231허1277,2026-03-23,false,3.80,0,0,0,0,0,0.200,162
802나6294,2026-03-23,false,1.20,1,0,0,0,0,0.500,1170
92수0720,2026-03-23,false,28.40,3,0,1,0,0,2.500,1128
192하6444,2026-03-23,false,15.40,3,0,2,0,0,1.400,1248
192하5605,2026-03-23,false,105.40,10,0,9,0,0,8.100,1752
191호9105,2026-03-23,false,12.60,3,0,0,0,0,1.300,1668
91수0563,2026-03-23,false,311.10,22,0,3,0,0,27.800,3792
84모6043,2026-03-23,false,15.70,0,0,1,0,0,1.400,2226
816어3537,2026-03-23,false,20.80,1,0,1,0,0,3.500,870
91우4407,2026-03-23,false,3.30,3,0,1,0,0,0.700,414
191하9718,2026-03-23,false,89.00,9,0,8,0,0,5.100,2064
170호1744,2026-03-23,false,36.00,7,0,3,0,0,3.800,1674
223하5805,2026-03-23,false,3.60,0,0,0,0,0,0.500,582
169허8585,2026-03-23,false,2.60,1,0,0,0,0,0.400,354
22거1383,2026-03-23,false,6.90,0,0,1,0,0,0.000,0
192허4895,2026-03-23,false,63.30,21,0,8,0,0,4.100,1404
192허7246,2026-03-23,false,10.20,0,0,0,0,0,0.700,180
192하6446,2026-03-23,false,171.70,5,0,1,0,0,9.000,1116
194나5598,2026-03-23,false,23.30,2,0,1,0,0,1.700,870
191하9840,2026-03-23,false,2.60,0,0,0,0,0,0.200,120
192하6421,2026-03-23,false,1.10,0,0,0,0,0,0.200,168
192하5762,2026-03-23,false,6.30,0,0,1,0,0,0.600,192
165호7807,2026-03-23,false,132.80,25,0,13,0,0,9.500,1788
192허2996,2026-03-23,false,51.90,0,0,1,0,0,5.000,2466
192허4063,2026-03-23,false,40.90,0,0,0,0,0,4.000,1830
196소4245,2026-03-23,false,12.40,0,0,0,0,0,1.500,2262
96구1041,2026-03-23,false,16.90,4,0,1,0,0,0.000,0
192허4897,2026-03-23,false,7.90,1,0,0,0,0,0.700,318
810무1916,2026-03-24,false,55.50,0,0,3,0,0,12.000,7116
84무0925,2026-03-24,false,26.10,0,0,0,0,0,2.500,1674
846부9793,2026-03-24,false,35.80,2,0,0,0,0,3.100,2094
84머5049,2026-03-24,false,60.50,0,0,2,0,0,5.600,5364
87조8141,2026-03-24,false,37.10,0,0,1,0,0,6.300,780
07버0446,2026-03-24,false,6.60,0,0,0,0,0,1.000,3618
84머5043,2026-03-24,false,24.00,0,0,0,0,0,2.300,1350
82서0561,2026-03-24,false,51.00,0,0,0,0,0,5.300,5598
82서0541,2026-03-24,false,21.00,0,0,0,0,0,2.300,2646
816어3537,2026-03-24,false,22.50,1,0,0,0,0,5.600,3822
96구2903,2026-03-24,false,41.10,4,0,2,0,0,3.700,5826
96구2906,2026-03-24,false,93.00,9,0,4,0,0,8.000,4284
28도8142,2026-03-24,false,64.50,7,0,5,0,0,6.700,5544
826보1806,2026-03-24,false,16.50,0,0,1,0,0,1.800,2238
192하7049,2026-03-24,false,44.40,10,0,2,0,0,3.700,3570
91너0128,2026-03-24,false,79.70,3,0,0,0,0,7.300,6438
71부8321,2026-03-24,false,74.90,7,0,3,0,0,6.200,1944
84모6043,2026-03-24,false,18.10,0,0,0,0,0,1.600,450
84도5761,2026-03-24,false,91.00,16,0,4,0,0,10.100,14148
86수5121,2026-03-24,false,9.30,0,0,0,0,0,0.000,0
805주7174,2026-03-24,false,18.10,0,0,2,0,0,2.900,2112
87도0164,2026-03-24,false,36.40,0,0,0,0,0,5.000,10794
74고9274,2026-03-24,false,26.80,3,0,0,0,0,2.700,4212
811거1208,2026-03-24,false,20.10,0,0,1,0,0,4.100,3132
27조2240,2026-03-24,false,30.40,2,0,1,0,0,2.400,6528
192하6446,2026-03-24,false,39.10,4,0,1,0,0,2.900,2700
821구5814,2026-03-24,false,30.10,0,0,0,0,0,7.500,22164
84노4496,2026-03-24,false,17.90,0,0,0,0,0,2.000,780
93조8040,2026-03-24,false,84.40,11,0,6,0,0,8.200,5256
815러1522,2026-03-24,false,8.70,0,0,0,0,0,1.100,1446
826저5454,2026-03-24,false,13.90,0,0,0,0,0,2.900,1662
84노2622,2026-03-24,false,135.50,9,0,3,0,0,14.000,2700
817더2910,2026-03-24,false,13.10,2,0,0,0,0,5.000,7770
84모9146,2026-03-24,false,15.90,0,0,1,0,0,1.600,360
82조0889,2026-03-24,false,47.60,5,0,4,0,0,5.500,6162
170호1744,2026-03-24,false,6.20,0,0,0,0,0,0.600,126
821구5816,2026-03-24,false,27.30,0,0,0,0,0,5.600,13884
85우9242,2026-03-24,false,14.60,0,0,0,0,0,2.400,2340
84어5948,2026-03-24,false,35.80,2,0,1,0,0,3.600,4608
175허4122,2026-03-24,false,11.30,0,0,0,0,0,1.300,2388
192하5762,2026-03-24,false,55.00,7,0,0,0,0,4.000,1848
231허1278,2026-03-24,false,115.50,20,0,13,0,0,4.900,96
810무1941,2026-03-24,false,34.50,0,0,0,0,0,4.500,648
87로7532,2026-03-24,false,21.10,5,0,2,0,0,3.300,3042
90거1046,2026-03-24,false,18.40,1,0,0,0,0,1.400,912
827무7454,2026-03-24,false,36.80,1,0,2,0,0,3.200,1212
169허9258,2026-03-24,false,70.40,9,0,8,0,0,8.400,10110
231허1277,2026-03-24,false,32.50,2,0,2,0,0,1.900,732
223하5805,2026-03-24,false,114.00,15,0,9,0,0,6.800,3162
815러1543,2026-03-24,false,16.50,1,0,0,0,0,1.900,792
283누2515,2026-03-24,false,137.50,6,0,0,0,0,3.900,4758
806무1508,2026-03-24,false,30.90,5,0,2,0,0,6.500,3966
192하6444,2026-03-24,false,21.90,4,0,1,0,0,1.600,1590
192하6420,2026-03-24,false,24.10,1,0,0,0,0,1.900,3228
92수0720,2026-03-24,false,23.10,0,0,1,0,0,2.000,1440
84우6684,2026-03-24,false,71.50,18,0,3,0,0,5.200,2124
192허4896,2026-03-24,false,279.00,46,0,18,0,0,18.200,4758
96어0364,2026-03-24,false,72.90,0,0,0,0,0,5.600,1422
84도5751,2026-03-24,false,168.20,6,0,7,0,0,12.500,1644
819저2352,2026-03-24,false,5.20,0,0,0,0,0,0.700,498
230하3704,2026-03-24,false,110.80,28,0,5,0,0,7.800,4770
91수0514,2026-03-24,false,49.40,8,0,1,0,0,4.500,3954
89누4464,2026-03-24,false,77.00,51,0,15,0,0,7.900,2490
191하9840,2026-03-24,false,10.90,2,0,5,0,0,0.900,570
196소4245,2026-03-24,false,1.00,1,0,0,0,0,0.100,222
192허7246,2026-03-24,false,11.00,0,0,0,0,0,0.700,732
230하9636,2026-03-24,false,197.50,53,0,16,0,0,9.100,12
231허1583,2026-03-24,false,102.10,1,0,2,0,0,3.900,150
802나6294,2026-03-24,false,0.90,0,0,0,0,0,0.200,462
192허4064,2026-03-24,false,62.00,2,0,3,0,0,4.600,1374
22거1383,2026-03-24,false,69.70,9,0,0,0,0,0.000,0
91우4407,2026-03-24,false,4.10,6,0,1,0,0,1.100,1236
192허4897,2026-03-24,false,56.60,7,0,0,0,0,3.600,1350
169허8585,2026-03-24,false,5.40,0,0,0,0,0,0.700,264
223허6794,2026-03-24,false,9.80,2,0,0,0,0,0.700,858
192허4895,2026-03-24,false,60.30,1,0,3,0,0,3.400,276
179저8504,2026-03-24,false,4.90,2,0,0,0,0,0.400,228
192하6421,2026-03-24,false,1.40,0,0,0,0,0,0.100,90
192하5605,2026-03-24,false,74.60,14,0,1,0,0,7.200,2214
194나5598,2026-03-24,false,37.40,4,0,2,0,0,2.200,1230
230하6062,2026-03-24,false,108.80,6,0,4,0,0,7.500,1806
165호7807,2026-03-24,false,35.50,3,0,1,0,0,3.200,1710
196하1796,2026-03-24,false,13.10,0,0,0,0,0,1.900,930
191호9105,2026-03-24,false,35.10,6,0,4,0,0,2.600,426
192허2996,2026-03-24,false,28.30,3,0,1,0,0,3.800,3078
91수0563,2026-03-24,false,7.70,1,0,0,0,0,0.700,246
826보1806,2026-03-25,false,49.00,0,0,0,0,0,3.800,2010
82서0561,2026-03-25,false,64.50,2,0,0,0,0,6.700,9426
86수5121,2026-03-25,false,33.10,1,0,0,0,0,0.000,0
810무1916,2026-03-25,false,69.00,0,0,0,0,0,18.400,14610
84무0925,2026-03-25,false,11.60,0,0,0,0,0,0.800,120
84어5948,2026-03-25,false,45.80,1,0,1,0,0,5.000,3174
846부9793,2026-03-25,false,26.00,0,0,0,0,0,1.500,1200
84머5049,2026-03-25,false,69.90,0,0,1,0,0,5.300,2220
87조8141,2026-03-25,false,57.40,1,0,1,0,0,8.400,3384
90거1046,2026-03-25,false,22.50,0,0,0,0,0,2.100,2118
07버0446,2026-03-25,false,12.20,1,0,0,0,0,1.200,2670
84머5043,2026-03-25,false,29.00,0,0,0,0,0,2.700,1626
192하7049,2026-03-25,false,39.80,10,0,4,0,0,2.900,1920
96구2903,2026-03-25,false,33.50,0,0,1,0,0,3.100,6438
91너0128,2026-03-25,false,88.60,6,0,1,0,0,9.100,7326
816어3537,2026-03-25,false,21.40,3,0,0,0,0,4.300,2178
93조8040,2026-03-25,false,10.80,0,0,0,0,0,1.300,1500
84도5761,2026-03-25,false,16.20,0,0,0,0,0,2.500,6462
175허4122,2026-03-25,false,29.70,2,0,1,0,0,2.400,2460
805주7174,2026-03-25,false,39.20,3,0,1,0,0,3.800,3156
84모6043,2026-03-25,false,1.90,0,0,0,0,0,0.000,126
230하6062,2026-03-25,false,24.40,4,0,0,0,0,1.900,354
827무7454,2026-03-25,false,34.10,3,0,0,0,0,2.500,1242
74고9274,2026-03-25,false,6.80,0,0,0,0,0,1.100,2574
82조0889,2026-03-25,false,13.80,0,0,0,0,0,2.400,9768
91수0514,2026-03-25,false,42.30,10,0,4,0,0,5.700,14628
27조2240,2026-03-25,false,49.90,8,0,5,0,0,3.600,3978
82서0541,2026-03-25,false,27.70,0,0,0,0,0,5.200,17238
28도8142,2026-03-25,false,16.90,3,0,1,0,0,2.800,6294
192허2996,2026-03-25,false,166.50,4,0,3,0,0,8.300,1548
811거1208,2026-03-25,false,20.70,1,0,0,0,0,3.400,648
815러1522,2026-03-25,false,5.50,0,0,0,0,0,0.800,1848
87로7532,2026-03-25,false,19.90,1,0,0,0,0,3.200,3324
84노2622,2026-03-25,false,74.40,17,0,7,0,0,7.100,1716
84노4496,2026-03-25,false,8.30,0,0,0,0,0,0.800,270
192허4897,2026-03-25,false,73.50,5,0,0,0,0,4.800,1968
821구5814,2026-03-25,false,13.20,0,0,0,0,0,2.600,9006
815러1543,2026-03-25,false,54.70,2,0,0,0,0,5.800,2580
821구5816,2026-03-25,false,3.70,0,0,0,0,0,0.900,2514
826저5454,2026-03-25,false,25.70,0,0,0,0,0,3.900,984
85우9242,2026-03-25,false,11.40,1,0,0,0,0,1.800,1254
810무1941,2026-03-25,false,27.30,0,0,0,0,0,3.600,648
89누4464,2026-03-25,false,53.50,31,0,12,0,0,7.000,9960
806무1508,2026-03-25,false,36.40,0,0,0,0,0,5.700,2622
230하9636,2026-03-25,false,118.30,36,0,12,0,0,5.900,744
192허7246,2026-03-25,false,87.70,32,0,10,0,0,6.500,2622
191하9840,2026-03-25,false,6.90,0,0,4,0,0,0.800,864
91우4407,2026-03-25,false,5.30,2,0,0,0,0,1.200,1458
96어0364,2026-03-25,false,75.10,0,0,0,0,0,4.900,1026
92수0720,2026-03-25,false,16.60,0,0,0,0,0,1.700,1878
96구1041,2026-03-25,false,33.90,9,0,3,0,0,0.000,0
165호7807,2026-03-25,false,96.50,3,0,3,0,0,6.600,2232
230하3704,2026-03-25,false,103.40,29,0,9,0,0,7.000,4542
88거5454,2026-03-25,false,2.50,0,0,0,0,0,0.400,114
192하6444,2026-03-25,false,39.80,4,0,2,0,0,2.100,162
191하9718,2026-03-25,false,260.30,21,0,21,0,0,14.100,1572
179허9217,2026-03-25,false,16.40,2,0,0,0,0,0.700,72
231허1278,2026-03-25,false,6.50,0,0,0,0,0,0.300,162
283누2515,2026-03-25,false,109.90,13,0,2,0,0,7.400,690
84우6684,2026-03-25,false,38.10,3,0,2,0,0,2.800,1086
192허4895,2026-03-25,false,16.00,0,0,0,0,0,1.200,822
170호1744,2026-03-25,false,257.20,21,0,12,0,0,18.200,4044
179저8504,2026-03-25,false,85.40,7,0,1,0,0,4.200,942
192하6421,2026-03-25,false,20.90,2,0,2,0,0,1.600,1134
802나6294,2026-03-25,false,1.10,0,0,0,0,0,0.600,1410
192허4896,2026-03-25,false,160.80,37,0,6,0,0,11.100,2874
192허4064,2026-03-25,false,53.50,0,0,0,0,0,4.100,1104
192하6446,2026-03-25,false,54.50,8,0,6,0,0,4.300,5496
191호9105,2026-03-25,false,24.20,7,0,0,0,0,1.900,1416
192하6420,2026-03-25,false,54.60,4,0,2,0,0,4.200,5496
